"Customer","FamilyMembers","Lifestage","Model","rocauc"
"58104487","(1, 2)","ActiveAdults","Baseline",0.636626705250103
"58112970","(1, 2)","ActiveAdults","Baseline",0.70275
"58113416","(3, 8)","FamilyWithKids","Baseline",0.688275862068966
"58139794","(3, 8)","FamilyWithKids","Baseline",0.88768115942029
"58149188","(1, 2)","FamilyWithKids","Baseline",0.587809917355372
"58156906","(3, 8)","ActiveAdults","Baseline",0.732429335370512
"58156989","(1, 2)","ActiveAdults","Baseline",0.691860465116279
"58157344","(3, 8)","ActiveAdults","Baseline",0.770401337792642
"58158708","(3, 8)","FamilyWithKids","Baseline",0.792261904761905
"58160608","(3, 8)","ActiveAdults","Baseline",0.562758620689655
"58180839","(3, 8)","ActiveAdults","Baseline",0.665559772296015
"58186213","(1, 2)","ActiveAdults","Baseline",0.594026548672566
"58192769","(3, 8)","FamilyWithKids","Baseline",0.471428571428571
"58196114","(1, 2)","ActiveAdults","Baseline",0.719050480769231
"58196507","(3, 8)","FamilyWithKids","Baseline",0.623931623931624
"58208210","(1, 2)","ActiveAdults","Baseline",0.757797270955166
"58226070","(1, 2)","FamilyWithKids","Baseline",0.520867768595041
"58226234","(3, 8)","ActiveAdults","Baseline",0.735401459854015
"58228524","(3, 8)","FamilyWithKids","Baseline",0.5
"58270167","(3, 8)","FamilyWithKids","Baseline",0
"58277118","(3, 8)","ActiveAdults","Baseline",0.738888888888889
"58277624","(1, 2)","FamilyWithKids","Baseline",0.512809917355372
"58283898","(1, 2)","FamilyWithKids","Baseline",0.5
"58284638","(3, 8)","FamilyWithKids","Baseline",0.5
"58302844","(3, 8)","ActiveAdults","Baseline",0.688211125158028
"58316009","(1, 2)","ActiveAdults","Baseline",0.556503198294243
"58316652","(3, 8)","ActiveAdults","Baseline",0.665991156963891
"58329048","(3, 8)","FamilyWithKids","Baseline",0.620238095238095
"58332519","(1, 2)","FamilyWithKids","Baseline",0.783040488922842
"58344588","(1, 2)","FamilyWithKids","Baseline",0.808441558441558
"58356243","(3, 8)","FamilyWithKids","Baseline",0.68539603960396
"58360541","(3, 8)","FamilyWithKids","Baseline",0.573391089108911
"58367546","(1, 2)","FamilyWithKids","Baseline",0.705555555555556
"58367725","(3, 8)","FamilyWithKids","Baseline",0.693766937669377
"58375677","(3, 8)","ActiveAdults","Baseline",0
"58383372","(1, 2)","ActiveAdults","Baseline",0.76490514905149
"58385128","(1, 2)","FamilyWithKids","Baseline",0.667317073170732
"58388130","(1, 2)","ActiveAdults","Baseline",0.704545454545454
"58388694","(1, 2)","ActiveAdults","Baseline",0.599452554744525
"58392459","(1, 2)","ActiveAdults","Baseline",0.5
"58407838","(1, 2)","FamilyWithKids","Baseline",0.789056742815033
"58416269","(3, 8)","ActiveAdults","Baseline",0
"58441256","(1, 2)","FamilyWithKids","Baseline",0.692561983471075
"58447894","(1, 2)","ActiveAdults","Baseline",0.594047619047619
"58455302","(1, 2)","FamilyWithKids","Baseline",0.66547619047619
"58459782","(1, 2)","ActiveAdults","Baseline",0.727591973244147
"58475510","(3, 8)","ActiveAdults","Baseline",0.778005865102639
"58480922","(1, 2)","ActiveAdults","Baseline",0.492424242424242
"58495505","(1, 2)","FamilyWithKids","Baseline",0.7375
"58496620","(1, 2)","ActiveAdults","Baseline",0.478571428571429
"58508502","(3, 8)","FamilyWithKids","Baseline",0.641120117907148
"58513193","(1, 2)","ActiveAdults","Baseline",0.675196850393701
"58516324","(1, 2)","FamilyWithKids","Baseline",0.618296155671571
"58523802","(1, 2)","ActiveAdults","Baseline",0.784568372803667
"58524204","(1, 2)","FamilyWithKids","Baseline",0.665873015873016
"59670237","(1, 2)","FamilyWithKids","Baseline",0.566498316498317
"59682382","(3, 8)","FamilyWithKids","Baseline",0.679451166810717
"59687794","(1, 2)","FamilyWithKids","Baseline",0.763888888888889
"59699781","(3, 8)","ActiveAdults","Baseline",0.649827586206897
"59702734","(1, 2)","ActiveAdults","Baseline",0.59020979020979
"59712747","(3, 8)","FamilyWithKids","Baseline",0.714259395725866
"59728494","(3, 8)","FamilyWithKids","Baseline",0.618334249587686
"59729184","(1, 2)","FamilyWithKids","Baseline",0.669376693766938
"59739148","(3, 8)","FamilyWithKids","Baseline",0.693253968253968
"59760632","(3, 8)","FamilyWithKids","Baseline",0.60952380952381
"59768083","(3, 8)","FamilyWithKids","Baseline",0.667653276955603
"59778528","(1, 2)","FamilyWithKids","Baseline",0.739278752436647
"59779125","(1, 2)","FamilyWithKids","Baseline",0.8292589763178
"59779535","(3, 8)","ActiveAdults","Baseline",0
"59782362","(3, 8)","FamilyWithKids","Baseline",0.699438202247191
"59806333","(1, 2)","FamilyWithKids","Baseline",0.714614205416454
"59817860","(1, 2)","ActiveAdults","Baseline",0.724404761904762
"59839642","(1, 2)","ActiveAdults","Baseline",0.65891472868217
"59844166","(3, 8)","ActiveAdults","Baseline",0.613721804511278
"59847659","(3, 8)","FamilyWithKids","Baseline",0.712595419847328
"59852517","(3, 8)","FamilyWithKids","Baseline",0.660262417994377
"59884707","(1, 2)","FamilyWithKids","Baseline",0.552771855010661
"59891701","(1, 2)","ActiveAdults","Baseline",0.764236111111111
"59897913","(3, 8)","FamilyWithKids","Baseline",0
"59920428","(3, 8)","ActiveAdults","Baseline",0.857271634615385
"59924568","(3, 8)","FamilyWithKids","Baseline",0.640350877192982
"59925221","(1, 2)","ActiveAdults","Baseline",0.660148514851485
"59955036","(1, 2)","ActiveAdults","Baseline",0.791471415182755
"59956735","(1, 2)","ActiveAdults","Baseline",0.565648854961832
"59965372","(1, 2)","FamilyWithKids","Baseline",0.710470085470085
"59965529","(1, 2)","ActiveAdults","Baseline",0.906850961538462
"59967820","(3, 8)","ActiveAdults","Baseline",0.780853658536585
"59976140","(3, 8)","ActiveAdults","Baseline",0.802364864864865
"59981970","(1, 2)","FamilyWithKids","Baseline",0.624031007751938
"59986777","(3, 8)","FamilyWithKids","Baseline",0.593382352941176
"59989188","(1, 2)","ActiveAdults","Baseline",0.67738791423002
"59998127","(3, 8)","ActiveAdults","Baseline",0.71958041958042
"60007334","(1, 2)","FamilyWithKids","Baseline",0
"60012661","(3, 8)","ActiveAdults","Baseline",0.641628440366973
"60017117","(1, 2)","FamilyWithKids","Baseline",0.555183946488294
"60573496","(1, 2)","FamilyWithKids","Baseline",0.685953177257525
"60922670","(1, 2)","ActiveAdults","Baseline",0.703282828282828
"61416621","(1, 2)","FamilyWithKids","Baseline",0.60230352303523
"62735475","(1, 2)","ActiveAdults","Baseline",0.759594882729211
"62768564","(3, 8)","FamilyWithKids","Baseline",0.778479064039409
"62813306","(3, 8)","FamilyWithKids","Baseline",0.741189931350114
"62874679","(3, 8)","ActiveAdults","Baseline",0.655826558265583
"63151674","(1, 2)","ActiveAdults","Baseline",0.70034965034965
"63397481","(3, 8)","FamilyWithKids","Baseline",0.717341482047364
"65720584","(1, 2)","ActiveAdults","Baseline",0.597214076246334
"66104531","(3, 8)","FamilyWithKids","Baseline",0.65888638920135
"66630660","(3, 8)","FamilyWithKids","Baseline",0.684965034965035
"66695274","(3, 8)","FamilyWithKids","Baseline",0.645663956639566
"66761145","(3, 8)","ActiveAdults","Baseline",0
"66775915","(3, 8)","ActiveAdults","Baseline",0.642857142857143
"66871006","(3, 8)","FamilyWithKids","Baseline",0.617989646246764
"66881061","(1, 2)","FamilyWithKids","Baseline",0.696843853820598
"66889077","(1, 2)","FamilyWithKids","Baseline",0.5
"66898004","(3, 8)","FamilyWithKids","Baseline",0.73
"66964628","(3, 8)","ActiveAdults","Baseline",0.644831730769231
"66979231","(1, 2)","FamilyWithKids","Baseline",0.554761904761905
"67059108","(3, 8)","ActiveAdults","Baseline",0.617689220183486
"67108875","(3, 8)","ActiveAdults","Baseline",0.559108527131783
"67146581","(1, 2)","ActiveAdults","Baseline",0.641304347826087
"67321986","(1, 2)","FamilyWithKids","Baseline",0.75968992248062
"69159403","(3, 8)","ActiveAdults","Baseline",0.68349299926308
"69219956","(3, 8)","ActiveAdults","Baseline",0.68984962406015
"69474696","(1, 2)","FamilyWithKids","Baseline",0.60259900990099
"69726411","(1, 2)","ActiveAdults","Baseline",0
"70799511","(1, 2)","ActiveAdults","Baseline",0.681623931623932
"71229353","(1, 2)","ActiveAdults","Baseline",0.836507936507937
"71475037","(3, 8)","FamilyWithKids","Baseline",0.709440227703985
"71493852","(1, 2)","FamilyWithKids","Baseline",0
"71501592","(1, 2)","ActiveAdults","Baseline",0
"71506017","(1, 2)","ActiveAdults","Baseline",0
"71524187","(3, 8)","FamilyWithKids","Baseline",0.492424242424242
"71543400","(3, 8)","FamilyWithKids","Baseline",0.755050505050505
"71561002","(3, 8)","ActiveAdults","Baseline",0
"72941082","(3, 8)","FamilyWithKids","Baseline",0.721404682274247
"72974206","(3, 8)","FamilyWithKids","Baseline",0.8
"75691228","(3, 8)","FamilyWithKids","Baseline",0.720486111111111
"75936022","(1, 2)","ActiveAdults","Baseline",0.500158027812895
"75985833","(3, 8)","ActiveAdults","Baseline",0.668615984405458
"76016359","(3, 8)","FamilyWithKids","Baseline",0.594173441734417
"76415707","(1, 2)","ActiveAdults","Baseline",0.5
"77579570","(3, 8)","FamilyWithKids","Baseline",0.770528683914511
"77675855","(3, 8)","FamilyWithKids","Baseline",0.600413223140496
"77826003","(1, 2)","ActiveAdults","Baseline",0.788549618320611
"77836267","(3, 8)","ActiveAdults","Baseline",0.710431654676259
"78120804","(3, 8)","ActiveAdults","Baseline",0.732654816513762
"78142110","(3, 8)","FamilyWithKids","Baseline",0.603174603174603
"78590280","(3, 8)","FamilyWithKids","Baseline",0.656542056074766
"79540099","(1, 2)","ActiveAdults","Baseline",0.687037037037037
"79547988","(3, 8)","ActiveAdults","Baseline",0.811034482758621
"79553779","(1, 2)","FamilyWithKids","Baseline",0.668870192307692
"79565264","(1, 2)","FamilyWithKids","Baseline",0.763526340768866
"79579977","(1, 2)","FamilyWithKids","Baseline",0.693659281894576
"79600241","(1, 2)","FamilyWithKids","Baseline",0.814935064935065
"79616479","(1, 2)","FamilyWithKids","Baseline",0.717148760330579
"79624842","(3, 8)","FamilyWithKids","Baseline",0.556503198294243
"79628652","(1, 2)","FamilyWithKids","Baseline",0.650793650793651
"79638979","(3, 8)","ActiveAdults","Baseline",0.613
"79640490","(1, 2)","ActiveAdults","Baseline",0.719500632111252
"79644159","(3, 8)","FamilyWithKids","Baseline",0.474264705882353
"79644549","(1, 2)","ActiveAdults","Baseline",0.467153284671533
"79645625","(1, 2)","FamilyWithKids","Baseline",0
"79651680","(3, 8)","ActiveAdults","Baseline",0.519647696476965
"80165689","(1, 2)","ActiveAdults","Baseline",0.83485401459854
"80171891","(3, 8)","FamilyWithKids","Baseline",0.757537046499745
"80175572","(1, 2)","ActiveAdults","Baseline",0.745238095238095
"80186376","(1, 2)","FamilyWithKids","Baseline",0.593650793650794
"80194920","(3, 8)","ActiveAdults","Baseline",0.477941176470588
"80202170","(1, 2)","ActiveAdults","Baseline",0.596564885496183
"80202552","(3, 8)","FamilyWithKids","Baseline",0.692945544554455
"80220912","(3, 8)","ActiveAdults","Baseline",0
"80232412","(1, 2)","ActiveAdults","Baseline",0.5
"80239063","(1, 2)","ActiveAdults","Baseline",0.83075221238938
"80239180","(1, 2)","FamilyWithKids","Baseline",0.739850427350427
"80249066","(1, 2)","ActiveAdults","Baseline",0.625925925925926
"80323953","(3, 8)","FamilyWithKids","Baseline",0.621350364963504
"80328203","(3, 8)","ActiveAdults","Baseline",0.587509211495947
"80328404","(1, 2)","ActiveAdults","Baseline",0.714028776978417
"80339337","(1, 2)","ActiveAdults","Baseline",0.545309168443497
"80354647","(3, 8)","FamilyWithKids","Baseline",0.704545454545455
"80356295","(1, 2)","FamilyWithKids","Baseline",0.484126984126984
"80357713","(1, 2)","ActiveAdults","Baseline",0.647356580427447
"80360482","(3, 8)","FamilyWithKids","Baseline",0.571586599241466
"80362603","(3, 8)","FamilyWithKids","Baseline",0.721674876847291
"80378375","(3, 8)","ActiveAdults","Baseline",0.666666666666667
"80387642","(1, 2)","ActiveAdults","Baseline",0.579627403846154
"80463017","(1, 2)","ActiveAdults","Baseline",0.816098081023454
"80704590","(1, 2)","ActiveAdults","Baseline",0.636752136752137
"81548965","(1, 2)","FamilyWithKids","Baseline",0.605357142857143
"81590621","(1, 2)","ActiveAdults","Baseline",0.637533875338753
"81622416","(3, 8)","FamilyWithKids","Baseline",0.569110576923077
"81656321","(3, 8)","ActiveAdults","Baseline",0.613006396588486
"81667387","(1, 2)","FamilyWithKids","Baseline",0.468
"82605528","(3, 8)","FamilyWithKids","Baseline",0.686446317657498
"82786308","(1, 2)","ActiveAdults","Baseline",0.53599550056243
"82993917","(3, 8)","FamilyWithKids","Baseline",0.601047521716914
"82995451","(1, 2)","ActiveAdults","Baseline",0.496296296296296
"83019383","(1, 2)","ActiveAdults","Baseline",0.714397089397089
"83130588","(1, 2)","ActiveAdults","Baseline",0.655685618729097
"83282531","(1, 2)","ActiveAdults","Baseline",0
"83300633","(1, 2)","ActiveAdults","Baseline",0.702861952861953
"83338190","(3, 8)","FamilyWithKids","Baseline",0.757951482479784
"83346120","(1, 2)","ActiveAdults","Baseline",0.705555555555556
"83349149","(3, 8)","ActiveAdults","Baseline",0.474264705882353
"83358751","(3, 8)","ActiveAdults","Baseline",0.823339085418464
"83364178","(1, 2)","ActiveAdults","Baseline",0.659259259259259
"83364844","(1, 2)","ActiveAdults","Baseline",0.715277777777778
"83364884","(3, 8)","FamilyWithKids","Baseline",0.644804716285925
"83365219","(3, 8)","ActiveAdults","Baseline",0.631782945736434
"83372832","(1, 2)","ActiveAdults","Baseline",0
"83378863","(1, 2)","ActiveAdults","Baseline",0.793859649122807
"83380901","(1, 2)","ActiveAdults","Baseline",0.5
"83382861","(3, 8)","FamilyWithKids","Baseline",0.721074380165289
"83384197","(1, 2)","ActiveAdults","Baseline",0.511117788461538
"83393777","(3, 8)","ActiveAdults","Baseline",0
"83395000","(3, 8)","FamilyWithKids","Baseline",0.739880952380952
"83400043","(1, 2)","ActiveAdults","Baseline",0.775344827586207
"83400941","(1, 2)","ActiveAdults","Baseline",0.588095238095238
"83401156","(3, 8)","FamilyWithKids","Baseline",0.702380952380952
"83401618","(1, 2)","ActiveAdults","Baseline",0.642156862745098
"83401731","(1, 2)","ActiveAdults","Baseline",0.696503496503497
"83408558","(3, 8)","ActiveAdults","Baseline",0.564498933901919
"83413734","(3, 8)","ActiveAdults","Baseline",0.496428571428571
"83414622","(1, 2)","FamilyWithKids","Baseline",0.638211382113821
"83425959","(1, 2)","ActiveAdults","Baseline",0.749762808349146
"83428501","(1, 2)","ActiveAdults","Baseline",0.772222222222222
"83434713","(1, 2)","ActiveAdults","Baseline",0.846481876332623
"83436203","(3, 8)","ActiveAdults","Baseline",0.5
"83446050","(1, 2)","ActiveAdults","Baseline",0
"83461166","(3, 8)","FamilyWithKids","Baseline",0.706068268015171
"83461665","(3, 8)","FamilyWithKids","Baseline",0
"83462435","(1, 2)","ActiveAdults","Baseline",0.677465596330275
"83465494","(3, 8)","ActiveAdults","Baseline",0
"83490935","(3, 8)","ActiveAdults","Baseline",0.577554744525547
"83513598","(1, 2)","ActiveAdults","Baseline",0.5
"83518781","(3, 8)","FamilyWithKids","Baseline",0.829710144927536
"83521436","(1, 2)","ActiveAdults","Baseline",0.546783625730994
"83522448","(3, 8)","ActiveAdults","Baseline",0.656756756756757
"83526677","(3, 8)","FamilyWithKids","Baseline",0.640180265654649
"83530334","(3, 8)","ActiveAdults","Baseline",0.462406015037594
"83535649","(3, 8)","ActiveAdults","Baseline",0.541666666666667
"83559746","(1, 2)","ActiveAdults","Baseline",0.67875
"83563372","(1, 2)","FamilyWithKids","Baseline",0.546456352636128
"83576584","(3, 8)","ActiveAdults","Baseline",0.653794037940379
"83578799","(1, 2)","ActiveAdults","Baseline",0.718881118881119
"83594599","(1, 2)","ActiveAdults","Baseline",0.675413223140496
"83594729","(1, 2)","FamilyWithKids","Baseline",0.629827586206897
"83597079","(1, 2)","ActiveAdults","Baseline",0.661832061068702
"83630572","(3, 8)","FamilyWithKids","Baseline",0.638294314381271
"83655957","(3, 8)","ActiveAdults","Baseline",0.735185185185185
"83664384","(1, 2)","FamilyWithKids","Baseline",0.645867768595041
"83665040","(1, 2)","FamilyWithKids","Baseline",0.614993842364532
"83679888","(3, 8)","ActiveAdults","Baseline",0
"83685018","(1, 2)","ActiveAdults","Baseline",0.51775
"83690941","(1, 2)","FamilyWithKids","Baseline",0.679545454545455
"83700631","(3, 8)","FamilyWithKids","Baseline",0
"83704924","(3, 8)","ActiveAdults","Baseline",0.641120117907148
"83706532","(3, 8)","FamilyWithKids","Baseline",0.663235294117647
"83709440","(1, 2)","ActiveAdults","Baseline",0.754810335349093
"83719657","(1, 2)","ActiveAdults","Baseline",0.844444444444444
"83724551","(3, 8)","FamilyWithKids","Baseline",0.820540308747856
"83727639","(3, 8)","ActiveAdults","Baseline",0.815648854961832
"83731716","(1, 2)","ActiveAdults","Baseline",0.617021276595745
"83738363","(1, 2)","ActiveAdults","Baseline",0.496402877697842
"83738446","(3, 8)","ActiveAdults","Baseline",0.527840269966254
"83753913","(1, 2)","FamilyWithKids","Baseline",0.735168485999051
"83765317","(3, 8)","FamilyWithKids","Baseline",0
"83771436","(1, 2)","FamilyWithKids","Baseline",0.601672240802676
"83771885","(3, 8)","FamilyWithKids","Baseline",0.677926421404682
"83775304","(1, 2)","ActiveAdults","Baseline",0.5
"83792313","(3, 8)","FamilyWithKids","Baseline",0.533759124087591
"83794224","(1, 2)","FamilyWithKids","Baseline",0.644736842105263
"84465474","(3, 8)","FamilyWithKids","Baseline",0.541132478632479
"84500782","(3, 8)","FamilyWithKids","Baseline",0.630434782608696
"84682115","(1, 2)","ActiveAdults","Baseline",0.639201349831271
"84760514","(3, 8)","FamilyWithKids","Baseline",0.65224358974359
"84818244","(3, 8)","ActiveAdults","Baseline",0
"85304894","(1, 2)","ActiveAdults","Baseline",0.707799145299145
"86203769","(1, 2)","FamilyWithKids","Baseline",0.592792792792793
"86652832","(1, 2)","FamilyWithKids","Baseline",0.765491452991453
"87369444","(3, 8)","FamilyWithKids","Baseline",0.749263080324245
"87378212","(1, 2)","ActiveAdults","Baseline",0.5
"87379555","(1, 2)","ActiveAdults","Baseline",0.585591133004926
"87379801","(1, 2)","ActiveAdults","Baseline",0.457142857142857
"87384647","(1, 2)","ActiveAdults","Baseline",0.635664335664336
"87386240","(1, 2)","ActiveAdults","Baseline",0.830528846153846
"87408632","(3, 8)","ActiveAdults","Baseline",0
"87415946","(3, 8)","ActiveAdults","Baseline",0.5
"87419772","(3, 8)","ActiveAdults","Baseline",0.684732824427481
"87422715","(1, 2)","ActiveAdults","Baseline",0.602564102564103
"87456189","(1, 2)","ActiveAdults","Baseline",0.768331226295828
"87462021","(1, 2)","ActiveAdults","Baseline",0.703425480769231
"87467539","(3, 8)","FamilyWithKids","Baseline",0.679987980769231
"87471347","(3, 8)","FamilyWithKids","Baseline",0
"87471817","(1, 2)","FamilyWithKids","Baseline",0.741189931350114
"87479340","(1, 2)","ActiveAdults","Baseline",0.708521870286576
"87492114","(1, 2)","ActiveAdults","Baseline",0.564285714285714
"87494218","(3, 8)","FamilyWithKids","Baseline",0.496402877697842
"87494793","(1, 2)","ActiveAdults","Baseline",0.537790697674419
"87494794","(1, 2)","ActiveAdults","Baseline",0.874475524475525
"87495170","(1, 2)","ActiveAdults","Baseline",0.730603448275862
"87499587","(3, 8)","FamilyWithKids","Baseline",0.73015873015873
"87516024","(3, 8)","ActiveAdults","Baseline",0.614800759013283
"87531333","(3, 8)","FamilyWithKids","Baseline",0.563965884861407
"87555786","(1, 2)","ActiveAdults","Baseline",0.631297709923664
"87560910","(1, 2)","FamilyWithKids","Baseline",0.585887611749681
"87569905","(3, 8)","ActiveAdults","Baseline",0.526742788461538
"87589339","(3, 8)","ActiveAdults","Baseline",0
"87606784","(3, 8)","FamilyWithKids","Baseline",0
"87610270","(3, 8)","ActiveAdults","Baseline",0.658015267175572
"87611427","(1, 2)","ActiveAdults","Baseline",0.637301587301587
"87614604","(1, 2)","ActiveAdults","Baseline",0.683884297520661
"87614759","(1, 2)","ActiveAdults","Baseline",0.466165413533835
"87618018","(1, 2)","ActiveAdults","Baseline",0
"87629398","(3, 8)","ActiveAdults","Baseline",0.595613048368954
"87630657","(3, 8)","ActiveAdults","Baseline",0.583216783216783
"87643671","(3, 8)","FamilyWithKids","Baseline",0.5
"87647076","(1, 2)","FamilyWithKids","Baseline",0.534732824427481
"87649758","(3, 8)","ActiveAdults","Baseline",0.570750647109577
"87651017","(3, 8)","ActiveAdults","Baseline",0.47463768115942
"87677276","(1, 2)","ActiveAdults","Baseline",0.64025
"87679585","(3, 8)","ActiveAdults","Baseline",0
"87715510","(1, 2)","FamilyWithKids","Baseline",0.719541778975741
"87715856","(3, 8)","ActiveAdults","Baseline",0.511861313868613
"88093667","(3, 8)","ActiveAdults","Baseline",0.656551724137931
"89428149","(1, 2)","FamilyWithKids","Baseline",0.698148148148148
"89937892","(1, 2)","ActiveAdults","Baseline",0.575401376146789
"91325472","(3, 8)","ActiveAdults","Baseline",0.662713472485769
"91371247","(3, 8)","FamilyWithKids","Baseline",0.762094557449148
"92115857","(1, 2)","FamilyWithKids","Baseline",0.559617547806524
"92194517","(1, 2)","ActiveAdults","Baseline",0.716318785578748
"92226870","(1, 2)","FamilyWithKids","Baseline",0.610401459854015
"92286365","(3, 8)","FamilyWithKids","Baseline",0.718893348623853
"92297638","(3, 8)","FamilyWithKids","Baseline",0.678889409559513
"92959381","(3, 8)","ActiveAdults","Baseline",0.473880597014925
"93879272","(3, 8)","FamilyWithKids","Baseline",0.618518518518518
"94050482","(1, 2)","ActiveAdults","Baseline",0.596883468834688
"94173326","(3, 8)","ActiveAdults","Baseline",0.53411513859275
"94197152","(1, 2)","FamilyWithKids","Baseline",0.591137123745819
"94365211","(3, 8)","FamilyWithKids","Baseline",0.744579945799458
"94452889","(3, 8)","ActiveAdults","Baseline",0.629807692307692
"99619210","(1, 2)","FamilyWithKids","Baseline",0.522291820191599
"99790629","(1, 2)","FamilyWithKids","Baseline",0.554878048780488
"99922113","(1, 2)","FamilyWithKids","Baseline",0.655167674546454
"100184276","(1, 2)","FamilyWithKids","Baseline",0.684090909090909
"100225690","(1, 2)","FamilyWithKids","Baseline",0.722972972972973
"100226549","(1, 2)","FamilyWithKids","Baseline",0.750638569604087
"100545759","(1, 2)","FamilyWithKids","Baseline",0.623382226056946
"102457504","(3, 8)","ActiveAdults","Baseline",0
"102693642","(1, 2)","ActiveAdults","Baseline",0
"102752599","(3, 8)","ActiveAdults","Baseline",0
"102809096","(3, 8)","ActiveAdults","Baseline",0.695858498705781
"102941524","(3, 8)","ActiveAdults","Baseline",0.658677685950413
"102967863","(3, 8)","ActiveAdults","Baseline",0.526315789473684
"103130132","(3, 8)","FamilyWithKids","Baseline",0.813963963963964
"103133585","(1, 2)","ActiveAdults","Baseline",0.752436647173489
"103134579","(1, 2)","FamilyWithKids","Baseline",0.66588785046729
"103454720","(3, 8)","ActiveAdults","Baseline",0.67557111274871
"103497762","(1, 2)","ActiveAdults","Baseline",0.683470290771176
"104564558","(1, 2)","FamilyWithKids","Baseline",0.725619834710744
"104665451","(3, 8)","FamilyWithKids","Baseline",0.682789651293588
"107680813","(3, 8)","ActiveAdults","Baseline",0.69949494949495
"108200318","(3, 8)","ActiveAdults","Baseline",0.808108108108108
"108243612","(3, 8)","ActiveAdults","Baseline",0
"110708204","(1, 2)","ActiveAdults","Baseline",0.960144927536232
"112467482","(1, 2)","FamilyWithKids","Baseline",0.702
"125228790","(3, 8)","ActiveAdults","Baseline",0.703237410071942
"128398028","(1, 2)","FamilyWithKids","Baseline",0
"129693269","(3, 8)","ActiveAdults","Baseline",0.54040404040404
"130366108","(3, 8)","FamilyWithKids","Baseline",0.587509211495947
"37912","(3, 8)","FamilyWithKids","RandomForest",0.81343984962406
"179359","(3, 8)","FamilyWithKids","RandomForest",0.6904659188956
"295501","(3, 8)","FamilyWithKids","RandomForest",0.673913043478261
"396634","(3, 8)","FamilyWithKids","RandomForest",0.771328671328671
"423754","(3, 8)","ActiveAdults","RandomForest",0.810344827586207
"457300","(3, 8)","FamilyWithKids","RandomForest",0.796316657504123
"681704","(3, 8)","FamilyWithKids","RandomForest",0.563401442307692
"682808","(3, 8)","FamilyWithKids","RandomForest",0.729331683168317
"731884","(1, 2)","FamilyWithKids","RandomForest",0
"1051535","(3, 8)","ActiveAdults","RandomForest",0.6285
"1072151","(3, 8)","FamilyWithKids","RandomForest",0
"1119779","(3, 8)","ActiveAdults","RandomForest",0.763326226012793
"1133209","(1, 2)","FamilyWithKids","RandomForest",0.837231968810916
"1515228","(3, 8)","FamilyWithKids","RandomForest",0.742999263080324
"1593868","(3, 8)","ActiveAdults","RandomForest",0.75456204379562
"1610551","(3, 8)","ActiveAdults","RandomForest",0.866083916083916
"1881021","(3, 8)","ActiveAdults","RandomForest",0.693609022556391
"1916490","(3, 8)","FamilyWithKids","RandomForest",0.744444444444444
"1965318","(3, 8)","ActiveAdults","RandomForest",0.754838709677419
"1981739","(3, 8)","FamilyWithKids","RandomForest",0.804292929292929
"2003984","(3, 8)","FamilyWithKids","RandomForest",0.715
"2010692","(3, 8)","ActiveAdults","RandomForest",0.808106841611996
"2021880","(1, 2)","FamilyWithKids","RandomForest",0.799742078113486
"2109697","(3, 8)","FamilyWithKids","RandomForest",0.68964858670741
"2129104","(3, 8)","FamilyWithKids","RandomForest",0.791973244147157
"2381096","(1, 2)","FamilyWithKids","RandomForest",0.763492063492063
"2455268","(3, 8)","FamilyWithKids","RandomForest",0.796900826446281
"2523041","(3, 8)","FamilyWithKids","RandomForest",0.786358173076923
"2659406","(1, 2)","ActiveAdults","RandomForest",0.747195858498706
"2789797","(3, 8)","ActiveAdults","RandomForest",0.766594516594516
"2849286","(1, 2)","ActiveAdults","RandomForest",0.776767151767152
"2887859","(1, 2)","FamilyWithKids","RandomForest",0.679263565891473
"2890028","(3, 8)","FamilyWithKids","RandomForest",0.724427480916031
"2903695","(3, 8)","ActiveAdults","RandomForest",0.739646246764452
"2945756","(3, 8)","FamilyWithKids","RandomForest",0.768468468468469
"3065245","(3, 8)","FamilyWithKids","RandomForest",0.766089108910891
"3083880","(1, 2)","FamilyWithKids","RandomForest",0.718085106382979
"3117308","(3, 8)","ActiveAdults","RandomForest",0
"3194088","(1, 2)","FamilyWithKids","RandomForest",0.817857142857143
"3418370","(3, 8)","ActiveAdults","RandomForest",0.730952380952381
"3454725","(1, 2)","ActiveAdults","RandomForest",0.811730295566502
"3472112","(1, 2)","FamilyWithKids","RandomForest",0.697314049586777
"3475678","(3, 8)","ActiveAdults","RandomForest",0.688835666912307
"3590850","(1, 2)","FamilyWithKids","RandomForest",0.763477088948787
"3611317","(3, 8)","ActiveAdults","RandomForest",0.863970588235294
"3700492","(3, 8)","FamilyWithKids","RandomForest",0.657020872865275
"4081943","(3, 8)","ActiveAdults","RandomForest",0.837121212121212
"4092679","(3, 8)","FamilyWithKids","RandomForest",0.836386138613861
"4095466","(3, 8)","ActiveAdults","RandomForest",0.773460410557185
"4210887","(1, 2)","FamilyWithKids","RandomForest",0.692411924119241
"4252015","(1, 2)","ActiveAdults","RandomForest",0.846564885496183
"4360222","(3, 8)","FamilyWithKids","RandomForest",0.660330578512397
"4458410","(3, 8)","FamilyWithKids","RandomForest",0.780487804878049
"4502544","(3, 8)","FamilyWithKids","RandomForest",0.8655
"4688795","(3, 8)","ActiveAdults","RandomForest",0.756688963210702
"4820245","(3, 8)","FamilyWithKids","RandomForest",0.811111111111111
