"Customer","FamilyMembers","Lifestage","Model","rocauc"
"5055905","(3, 8)","FamilyWithKids","RandomForest",0.735867446393762
"5070212","(1, 2)","FamilyWithKids","RandomForest",0.756020066889632
"5079193","(3, 8)","FamilyWithKids","RandomForest",0.750699300699301
"5090378","(3, 8)","ActiveAdults","RandomForest",0.736789297658863
"5230429","(3, 8)","FamilyWithKids","RandomForest",0.8975
"5349257","(3, 8)","ActiveAdults","RandomForest",0.810646900269542
"5486230","(3, 8)","ActiveAdults","RandomForest",0.783620689655172
"5518229","(1, 2)","FamilyWithKids","RandomForest",0.733527131782946
"5828081","(3, 8)","FamilyWithKids","RandomForest",0.656355455568054
"5834654","(3, 8)","FamilyWithKids","RandomForest",0.759164420485175
"5837307","(3, 8)","ActiveAdults","RandomForest",0.725569259962049
"5900481","(1, 2)","FamilyWithKids","RandomForest",0.734194612424409
"5926514","(1, 2)","ActiveAdults","RandomForest",0.78225
"5932760","(3, 8)","ActiveAdults","RandomForest",0.763636363636364
"5962226","(1, 2)","FamilyWithKids","RandomForest",0.58904958677686
"6164386","(1, 2)","FamilyWithKids","RandomForest",0.742918719211823
"6227527","(3, 8)","ActiveAdults","RandomForest",0.743511450381679
"6244357","(3, 8)","FamilyWithKids","RandomForest",0.824045801526718
"6347907","(3, 8)","FamilyWithKids","RandomForest",0.743388429752066
"6554495","(3, 8)","ActiveAdults","RandomForest",0.760243902439024
"6589303","(3, 8)","FamilyWithKids","RandomForest",0.695569136745607
"6625496","(3, 8)","FamilyWithKids","RandomForest",0.913669064748201
"6645683","(1, 2)","ActiveAdults","RandomForest",0.93609022556391
"6867147","(3, 8)","FamilyWithKids","RandomForest",0.786507936507936
"6946384","(1, 2)","FamilyWithKids","RandomForest",0.816939192641799
"7117945","(3, 8)","ActiveAdults","RandomForest",0.505330490405117
"7125823","(1, 2)","FamilyWithKids","RandomForest",0.733175150992235
"7152560","(1, 2)","FamilyWithKids","RandomForest",0.889344262295082
"7193509","(3, 8)","FamilyWithKids","RandomForest",0.722237493128092
"7248545","(3, 8)","ActiveAdults","RandomForest",0.883211678832117
"7395471","(3, 8)","FamilyWithKids","RandomForest",0.750826446280992
"7754367","(1, 2)","ActiveAdults","RandomForest",0.716052776250687
"7774258","(3, 8)","ActiveAdults","RandomForest",0.727713178294574
"7923839","(1, 2)","ActiveAdults","RandomForest",0.88671875
"7943400","(3, 8)","FamilyWithKids","RandomForest",0.751847290640394
"7954243","(3, 8)","ActiveAdults","RandomForest",0.803118908382066
"8063255","(1, 2)","ActiveAdults","RandomForest",0.967625899280576
"8128139","(1, 2)","FamilyWithKids","RandomForest",0.767302052785924
"8233719","(3, 8)","FamilyWithKids","RandomForest",0.778985507246377
"8406386","(1, 2)","FamilyWithKids","RandomForest",0.739313835770529
"8587555","(3, 8)","FamilyWithKids","RandomForest",0.743006993006993
"8607458","(3, 8)","FamilyWithKids","RandomForest",0.612379807692308
"8615531","(1, 2)","FamilyWithKids","RandomForest",0.619047619047619
"8736972","(1, 2)","FamilyWithKids","RandomForest",0.78030303030303
"9007266","(3, 8)","FamilyWithKids","RandomForest",0.790469208211144
"9059566","(3, 8)","FamilyWithKids","RandomForest",0.66451731761238
"9139989","(3, 8)","FamilyWithKids","RandomForest",0.712232866617539
"9155436","(3, 8)","FamilyWithKids","RandomForest",0.612213740458015
"9274130","(3, 8)","FamilyWithKids","RandomForest",0.804292929292929
"9279821","(3, 8)","ActiveAdults","RandomForest",0.805021367521368
"9298060","(3, 8)","ActiveAdults","RandomForest",0.778571428571429
"9303140","(1, 2)","ActiveAdults","RandomForest",0.745225362872422
"9335132","(1, 2)","FamilyWithKids","RandomForest",0.75
"9354586","(3, 8)","FamilyWithKids","RandomForest",0.879507211538462
"9482519","(1, 2)","FamilyWithKids","RandomForest",0.722498090145149
"9493177","(3, 8)","FamilyWithKids","RandomForest",0.828742203742204
"9529316","(1, 2)","ActiveAdults","RandomForest",0.7247920997921
"9574087","(3, 8)","FamilyWithKids","RandomForest",0.80366568914956
"9749751","(1, 2)","FamilyWithKids","RandomForest",0.813527180783818
"9758155","(3, 8)","ActiveAdults","RandomForest",0.831896551724138
"9805405","(1, 2)","ActiveAdults","RandomForest",0.736789297658863
"9832521","(1, 2)","ActiveAdults","RandomForest",0.764423076923077
"9842261","(3, 8)","FamilyWithKids","RandomForest",0.871487603305785
"10105631","(1, 2)","FamilyWithKids","RandomForest",0.686046511627907
"10139080","(3, 8)","FamilyWithKids","RandomForest",0.723620689655172
"10257405","(3, 8)","ActiveAdults","RandomForest",0.777622377622378
"10532324","(3, 8)","FamilyWithKids","RandomForest",0.801705756929637
"10640319","(1, 2)","ActiveAdults","RandomForest",0.761425010386373
"10801631","(3, 8)","ActiveAdults","RandomForest",0.754761904761905
"10894040","(1, 2)","ActiveAdults","RandomForest",0.773255813953488
"10894888","(3, 8)","ActiveAdults","RandomForest",0.7620841995842
"10900743","(1, 2)","ActiveAdults","RandomForest",0.546296296296296
"10911303","(3, 8)","FamilyWithKids","RandomForest",0.817879325643301
"10925652","(3, 8)","ActiveAdults","RandomForest",0.652910832719234
"11172871","(3, 8)","FamilyWithKids","RandomForest",0.679526355996944
"11257237","(1, 2)","ActiveAdults","RandomForest",0.839381720430108
"11627871","(3, 8)","FamilyWithKids","RandomForest",0.76625
"11729338","(3, 8)","FamilyWithKids","RandomForest",0.787242169595111
"11779601","(3, 8)","FamilyWithKids","RandomForest",0.734920634920635
"11852324","(3, 8)","ActiveAdults","RandomForest",0.668870192307692
"11912555","(1, 2)","FamilyWithKids","RandomForest",0.780357142857143
"12078622","(1, 2)","FamilyWithKids","RandomForest",0.772864538395168
"12120644","(1, 2)","FamilyWithKids","RandomForest",0.737028301886792
"12167956","(3, 8)","ActiveAdults","RandomForest",0.822068965517241
"12177802","(1, 2)","ActiveAdults","RandomForest",0.747313527180784
"12223508","(3, 8)","FamilyWithKids","RandomForest",0.770243902439024
"12237973","(3, 8)","ActiveAdults","RandomForest",0.738761974944731
"12257542","(3, 8)","FamilyWithKids","RandomForest",0.73206106870229
"12276650","(3, 8)","ActiveAdults","RandomForest",0.753004807692308
"12504304","(1, 2)","ActiveAdults","RandomForest",0.953571428571428
"12515785","(3, 8)","FamilyWithKids","RandomForest",0.808501683501684
"12845306","(3, 8)","FamilyWithKids","RandomForest",0.696581196581197
"12871209","(3, 8)","FamilyWithKids","RandomForest",0.712785556374355
"12962537","(1, 2)","ActiveAdults","RandomForest",0.67325
"12980036","(3, 8)","ActiveAdults","RandomForest",0.739285714285714
"12980061","(1, 2)","FamilyWithKids","RandomForest",0.829955784819455
"13025896","(3, 8)","ActiveAdults","RandomForest",0.796900826446281
"13031606","(1, 2)","FamilyWithKids","RandomForest",0.6504329004329
"13046181","(3, 8)","ActiveAdults","RandomForest",0.830128205128205
"13048293","(3, 8)","ActiveAdults","RandomForest",0.780578512396694
"13070182","(3, 8)","FamilyWithKids","RandomForest",0.729525862068966
"13248069","(3, 8)","ActiveAdults","RandomForest",0.77536231884058
"13283749","(3, 8)","ActiveAdults","RandomForest",0.663275862068966
"13337486","(3, 8)","FamilyWithKids","RandomForest",0
"13363691","(1, 2)","ActiveAdults","RandomForest",0.85
"13376772","(1, 2)","FamilyWithKids","RandomForest",0.837092731829574
"18885480","(1, 2)","FamilyWithKids","RandomForest",0.773873873873874
"18893240","(3, 8)","ActiveAdults","RandomForest",0.791327913279133
"18910735","(3, 8)","ActiveAdults","RandomForest",0.675478065241845
"18915996","(3, 8)","FamilyWithKids","RandomForest",0.808943089430894
"18917984","(1, 2)","FamilyWithKids","RandomForest",0.831556503198294
"18926713","(3, 8)","FamilyWithKids","RandomForest",0.655882352941176
"18933798","(3, 8)","ActiveAdults","RandomForest",0.81036036036036
"18939620","(3, 8)","FamilyWithKids","RandomForest",0.740873015873016
"18949341","(3, 8)","ActiveAdults","RandomForest",0.850213219616205
"18970164","(3, 8)","FamilyWithKids","RandomForest",0.776652892561983
"18974058","(3, 8)","FamilyWithKids","RandomForest",0.826209223847019
"18979272","(3, 8)","ActiveAdults","RandomForest",0.772742474916388
"19000317","(3, 8)","FamilyWithKids","RandomForest",0.738272921108742
"19006325","(3, 8)","FamilyWithKids","RandomForest",0.834688346883469
"19031006","(1, 2)","ActiveAdults","RandomForest",0.69284188034188
"19063947","(3, 8)","ActiveAdults","RandomForest",0.744591346153846
"19065018","(1, 2)","ActiveAdults","RandomForest",0.745257452574526
"19081325","(3, 8)","FamilyWithKids","RandomForest",0.820238095238095
"19111769","(3, 8)","ActiveAdults","RandomForest",0.762962962962963
"19113568","(1, 2)","FamilyWithKids","RandomForest",0
"19143595","(1, 2)","FamilyWithKids","RandomForest",0.796155671570954
"19185625","(1, 2)","FamilyWithKids","RandomForest",0.845172413793103
"19190685","(1, 2)","FamilyWithKids","RandomForest",0
"19204079","(3, 8)","ActiveAdults","RandomForest",0
"19210009","(3, 8)","FamilyWithKids","RandomForest",0.703477443609023
"19211739","(3, 8)","ActiveAdults","RandomForest",0.827788191190253
"19228548","(3, 8)","FamilyWithKids","RandomForest",0.639723557692308
"19230069","(1, 2)","ActiveAdults","RandomForest",0.751262626262626
"19243178","(3, 8)","FamilyWithKids","RandomForest",0
"19262813","(1, 2)","ActiveAdults","RandomForest",0.673664122137404
"19274514","(3, 8)","FamilyWithKids","RandomForest",0.624404761904762
"19286793","(3, 8)","FamilyWithKids","RandomForest",0.862312030075188
"19317441","(3, 8)","FamilyWithKids","RandomForest",0.767345399698341
"19337241","(3, 8)","FamilyWithKids","RandomForest",0.824780058651026
"19341334","(1, 2)","ActiveAdults","RandomForest",0
"19342043","(3, 8)","FamilyWithKids","RandomForest",0.620793787748059
"19342312","(1, 2)","FamilyWithKids","RandomForest",0.798969072164949
"19361406","(3, 8)","FamilyWithKids","RandomForest",0.776190476190476
"19383196","(1, 2)","ActiveAdults","RandomForest",0.835996240601504
"19394771","(1, 2)","FamilyWithKids","RandomForest",0.783875338753388
"19398541","(1, 2)","ActiveAdults","RandomForest",0
"19437256","(3, 8)","ActiveAdults","RandomForest",0.688953488372093
"19441686","(3, 8)","FamilyWithKids","RandomForest",0.463219616204691
"19454531","(3, 8)","ActiveAdults","RandomForest",0
"19480086","(3, 8)","FamilyWithKids","RandomForest",0.75935550935551
"19489701","(3, 8)","ActiveAdults","RandomForest",0.849399494310999
"19514535","(1, 2)","FamilyWithKids","RandomForest",0.788737623762376
"19523710","(3, 8)","FamilyWithKids","RandomForest",0.802052785923754
"19529623","(3, 8)","FamilyWithKids","RandomForest",0.788011695906433
"19546916","(3, 8)","FamilyWithKids","RandomForest",0.800302363936229
"19572027","(3, 8)","FamilyWithKids","RandomForest",0.702113891285591
"19575323","(1, 2)","ActiveAdults","RandomForest",0.719987228607918
"19575511","(1, 2)","FamilyWithKids","RandomForest",0.824718045112782
"19582754","(3, 8)","ActiveAdults","RandomForest",0.8
"19586197","(3, 8)","ActiveAdults","RandomForest",0.771896551724138
"19589390","(3, 8)","FamilyWithKids","RandomForest",0.816919191919192
"19593919","(3, 8)","ActiveAdults","RandomForest",0.683226495726496
"19595267","(3, 8)","ActiveAdults","RandomForest",0.695238095238095
"19620636","(3, 8)","ActiveAdults","RandomForest",0.80513468013468
"19633437","(3, 8)","FamilyWithKids","RandomForest",0.801984126984127
"19635030","(3, 8)","ActiveAdults","RandomForest",0.792857142857143
"25527026","(3, 8)","FamilyWithKids","RandomForest",0.789024390243902
"25616425","(1, 2)","FamilyWithKids","RandomForest",0.778619528619529
"25624350","(3, 8)","FamilyWithKids","RandomForest",0.737989886219975
"25797019","(3, 8)","ActiveAdults","RandomForest",0.776829268292683
"25819293","(1, 2)","FamilyWithKids","RandomForest",0.714335664335664
"25879492","(1, 2)","FamilyWithKids","RandomForest",0.711872909698997
"25900167","(1, 2)","FamilyWithKids","RandomForest",0.789285714285714
"26252886","(1, 2)","ActiveAdults","RandomForest",0.794191919191919
"26253630","(3, 8)","ActiveAdults","RandomForest",0.771786022433132
"26258025","(3, 8)","ActiveAdults","RandomForest",0.554292929292929
"26269376","(3, 8)","ActiveAdults","RandomForest",0.788194444444444
"26269953","(1, 2)","FamilyWithKids","RandomForest",0.664214046822742
"26296755","(1, 2)","ActiveAdults","RandomForest",0.681818181818182
"26305411","(1, 2)","FamilyWithKids","RandomForest",0.793478260869565
"26306475","(3, 8)","ActiveAdults","RandomForest",0.620362381363244
"26322109","(3, 8)","FamilyWithKids","RandomForest",0.798861480075901
"26344568","(3, 8)","ActiveAdults","RandomForest",0.651574803149606
"26346002","(3, 8)","FamilyWithKids","RandomForest",0.731392778187178
"26364901","(1, 2)","ActiveAdults","RandomForest",0.870229007633588
"26378476","(1, 2)","FamilyWithKids","RandomForest",0.711725917431193
"26387868","(1, 2)","FamilyWithKids","RandomForest",0.756184716877405
"26390959","(1, 2)","FamilyWithKids","RandomForest",0.766018306636156
"26400080","(1, 2)","FamilyWithKids","RandomForest",0.952205882352941
"26400246","(1, 2)","FamilyWithKids","RandomForest",0.52134724857685
"26402016","(1, 2)","FamilyWithKids","RandomForest",0.824603174603175
"26460149","(1, 2)","ActiveAdults","RandomForest",0.698412698412698
"26475795","(3, 8)","ActiveAdults","RandomForest",0.813131313131313
"26489265","(3, 8)","FamilyWithKids","RandomForest",0.699943757030371
"26491740","(3, 8)","FamilyWithKids","RandomForest",0.762876254180602
"26495222","(3, 8)","FamilyWithKids","RandomForest",0.757478632478632
"26502467","(3, 8)","FamilyWithKids","RandomForest",0.812152777777778
"26502565","(3, 8)","ActiveAdults","RandomForest",0.790540540540541
"26513012","(1, 2)","ActiveAdults","RandomForest",0.590909090909091
"26513514","(1, 2)","FamilyWithKids","RandomForest",0.805685618729097
"26513722","(3, 8)","FamilyWithKids","RandomForest",0.784909290819131
"26518495","(3, 8)","FamilyWithKids","RandomForest",0.770238095238095
"26518659","(3, 8)","FamilyWithKids","RandomForest",0.765982404692082
"26521517","(3, 8)","ActiveAdults","RandomForest",0.630813953488372
"26522464","(1, 2)","FamilyWithKids","RandomForest",0.75
"26535189","(3, 8)","FamilyWithKids","RandomForest",0.80952380952381
"26544416","(3, 8)","ActiveAdults","RandomForest",0.460431654676259
"26569507","(1, 2)","ActiveAdults","RandomForest",0.63875
"26578057","(1, 2)","FamilyWithKids","RandomForest",0.698251748251748
"26585161","(1, 2)","FamilyWithKids","RandomForest",0.798357664233577
"26589462","(1, 2)","ActiveAdults","RandomForest",0.799741972477064
"26589534","(1, 2)","ActiveAdults","RandomForest",0.760501105379514
"26600478","(1, 2)","ActiveAdults","RandomForest",0.821900826446281
"26601946","(3, 8)","ActiveAdults","RandomForest",0.769024390243902
"26618701","(3, 8)","ActiveAdults","RandomForest",0.820707070707071
"29276526","(3, 8)","FamilyWithKids","RandomForest",0.764024390243902
"29284158","(3, 8)","ActiveAdults","RandomForest",0.823507737656595
"29304039","(3, 8)","ActiveAdults","RandomForest",0.70051724137931
"29313565","(1, 2)","FamilyWithKids","RandomForest",0.662127293577982
"29321769","(1, 2)","FamilyWithKids","RandomForest",0.775946100917431
"29337923","(3, 8)","ActiveAdults","RandomForest",0.848920863309353
"29347236","(3, 8)","FamilyWithKids","RandomForest",0.704095656954371
"29365545","(1, 2)","FamilyWithKids","RandomForest",0.76475
"29380088","(3, 8)","FamilyWithKids","RandomForest",0.791666666666667
"29406267","(3, 8)","ActiveAdults","RandomForest",0.674879807692308
"29416697","(3, 8)","FamilyWithKids","RandomForest",0.806034482758621
"29430523","(1, 2)","FamilyWithKids","RandomForest",0
"29453248","(3, 8)","FamilyWithKids","RandomForest",0.705528846153846
"29468396","(1, 2)","ActiveAdults","RandomForest",0.69175
"29468484","(3, 8)","ActiveAdults","RandomForest",0.729014598540146
"29480655","(1, 2)","FamilyWithKids","RandomForest",0.783119658119658
"34567526","(1, 2)","ActiveAdults","RandomForest",0.743452380952381
"34571275","(3, 8)","ActiveAdults","RandomForest",0.714285714285714
"34586076","(1, 2)","ActiveAdults","RandomForest",0.900699300699301
"34586106","(1, 2)","FamilyWithKids","RandomForest",0.773722627737226
"34610793","(1, 2)","ActiveAdults","RandomForest",0.704782847718527
"34614938","(1, 2)","ActiveAdults","RandomForest",0.654961832061069
"34640970","(1, 2)","ActiveAdults","RandomForest",0.786478227654698
"34641300","(1, 2)","FamilyWithKids","RandomForest",0.771901709401709
"34725020","(3, 8)","FamilyWithKids","RandomForest",0.865942028985507
"34732848","(3, 8)","ActiveAdults","RandomForest",0.658848614072495
"34761632","(1, 2)","FamilyWithKids","RandomForest",0.767703201970443
"34764938","(3, 8)","FamilyWithKids","RandomForest",0.771551724137931
"34765018","(3, 8)","FamilyWithKids","RandomForest",0.741096532333646
"34775748","(1, 2)","ActiveAdults","RandomForest",0.672727272727273
"34800212","(3, 8)","FamilyWithKids","RandomForest",0.816691230655859
"34811172","(1, 2)","FamilyWithKids","RandomForest",0.877697841726619
"34813125","(1, 2)","FamilyWithKids","RandomForest",0.839869281045752
"34829163","(1, 2)","FamilyWithKids","RandomForest",0.833290020790021
"34849271","(3, 8)","ActiveAdults","RandomForest",0
"34869011","(3, 8)","FamilyWithKids","RandomForest",0.793006993006993
"34880990","(1, 2)","ActiveAdults","RandomForest",0.704374057315234
"34900016","(3, 8)","FamilyWithKids","RandomForest",0.719785575048733
"34921742","(3, 8)","ActiveAdults","RandomForest",0.658396946564885
"34925450","(1, 2)","ActiveAdults","RandomForest",0.823560767590618
"34939564","(3, 8)","FamilyWithKids","RandomForest",0.752150229357798
"34946074","(1, 2)","FamilyWithKids","RandomForest",0.781746031746032
"34950147","(3, 8)","ActiveAdults","RandomForest",0.831649831649832
"34959503","(1, 2)","ActiveAdults","RandomForest",0.825320512820513
"34983607","(3, 8)","ActiveAdults","RandomForest",0.780557677616501
"34992565","(3, 8)","ActiveAdults","RandomForest",0.72542735042735
"35005435","(1, 2)","ActiveAdults","RandomForest",0.671280991735537
"35006354","(1, 2)","FamilyWithKids","RandomForest",0.818181818181818
"35019444","(1, 2)","FamilyWithKids","RandomForest",0
"35027402","(1, 2)","ActiveAdults","RandomForest",0.836337760910816
"35032328","(3, 8)","ActiveAdults","RandomForest",0.758928571428571
"35094713","(3, 8)","ActiveAdults","RandomForest",0.832738095238095
"35101316","(3, 8)","ActiveAdults","RandomForest",0.817164179104478
"35103099","(1, 2)","ActiveAdults","RandomForest",0.567518248175182
"35122644","(3, 8)","ActiveAdults","RandomForest",0.825793650793651
"35132468","(1, 2)","ActiveAdults","RandomForest",0.731270903010033
"35136756","(1, 2)","FamilyWithKids","RandomForest",0.76984126984127
"35140443","(3, 8)","ActiveAdults","RandomForest",0.792768595041322
"35142649","(3, 8)","FamilyWithKids","RandomForest",0.849282786885246
"35185758","(3, 8)","ActiveAdults","RandomForest",0.697343453510436
"35203400","(1, 2)","FamilyWithKids","RandomForest",0.809919724770642
"35231900","(1, 2)","ActiveAdults","RandomForest",0.607558139534884
"35232883","(3, 8)","ActiveAdults","RandomForest",0.466911764705882
"35238063","(1, 2)","FamilyWithKids","RandomForest",0.85
"35255400","(1, 2)","FamilyWithKids","RandomForest",0.676573426573427
"35268006","(1, 2)","FamilyWithKids","RandomForest",0.8217427157779
"35300245","(1, 2)","FamilyWithKids","RandomForest",0.663658536585366
"35300600","(1, 2)","FamilyWithKids","RandomForest",0
"35302000","(1, 2)","FamilyWithKids","RandomForest",0.781438127090301
"35329337","(3, 8)","FamilyWithKids","RandomForest",0.52020202020202
"39589733","(1, 2)","ActiveAdults","RandomForest",0.807239057239057
"39592340","(3, 8)","ActiveAdults","RandomForest",0.762872628726287
"39630514","(1, 2)","ActiveAdults","RandomForest",0.775252525252525
"39633120","(1, 2)","FamilyWithKids","RandomForest",0.764715719063545
"39661494","(3, 8)","FamilyWithKids","RandomForest",0.793372319688109
"39674683","(3, 8)","ActiveAdults","RandomForest",0.738288288288288
"39680217","(1, 2)","ActiveAdults","RandomForest",0.73963963963964
"39733671","(3, 8)","ActiveAdults","RandomForest",0.706228956228956
"39736627","(3, 8)","FamilyWithKids","RandomForest",0.632657463330457
"39741603","(3, 8)","FamilyWithKids","RandomForest",0.833820662768031
"39748303","(1, 2)","FamilyWithKids","RandomForest",0.754065040650407
"39756194","(3, 8)","FamilyWithKids","RandomForest",0.764809384164223
"39776678","(1, 2)","FamilyWithKids","RandomForest",0.741582491582492
"39808384","(3, 8)","ActiveAdults","RandomForest",0.578467153284672
"39820803","(3, 8)","ActiveAdults","RandomForest",0
"39823522","(1, 2)","ActiveAdults","RandomForest",0.607447817836812
"39824254","(1, 2)","ActiveAdults","RandomForest",0.812698412698413
"39847892","(3, 8)","FamilyWithKids","RandomForest",0.726280834914611
"39848592","(3, 8)","ActiveAdults","RandomForest",0.812937062937063
"39850588","(3, 8)","FamilyWithKids","RandomForest",0.831746031746032
"39854202","(3, 8)","ActiveAdults","RandomForest",0
"39858422","(1, 2)","ActiveAdults","RandomForest",0.808558558558559
"39860814","(3, 8)","FamilyWithKids","RandomForest",0.792439024390244
"39936339","(1, 2)","FamilyWithKids","RandomForest",0.924242424242424
"39973308","(1, 2)","ActiveAdults","RandomForest",0.743511450381679
"39977619","(3, 8)","FamilyWithKids","RandomForest",0.740559440559441
"39981995","(3, 8)","FamilyWithKids","RandomForest",0.60479797979798
"39994483","(3, 8)","FamilyWithKids","RandomForest",0.836448598130841
"39999611","(3, 8)","ActiveAdults","RandomForest",0.884057971014493
"40022328","(3, 8)","ActiveAdults","RandomForest",0.79810298102981
"40023054","(3, 8)","FamilyWithKids","RandomForest",0.760775862068966
"40053636","(1, 2)","ActiveAdults","RandomForest",0.73968253968254
"40070326","(1, 2)","FamilyWithKids","RandomForest",0.775252525252525
"40084053","(1, 2)","FamilyWithKids","RandomForest",0.810997596153846
"40097852","(3, 8)","ActiveAdults","RandomForest",0.70448275862069
"40108582","(3, 8)","ActiveAdults","RandomForest",0
"40169462","(3, 8)","ActiveAdults","RandomForest",0.643327067669173
"40182046","(3, 8)","FamilyWithKids","RandomForest",0.652693787795492
"40196046","(3, 8)","ActiveAdults","RandomForest",0.321428571428571
"40215452","(1, 2)","FamilyWithKids","RandomForest",0.749853372434018
"40223973","(3, 8)","FamilyWithKids","RandomForest",0.794011544011544
"40226426","(1, 2)","ActiveAdults","RandomForest",0.737758620689655
"40232464","(1, 2)","ActiveAdults","RandomForest",0.595252403846154
"40232955","(1, 2)","ActiveAdults","RandomForest",0.861711711711712
"40248047","(1, 2)","FamilyWithKids","RandomForest",0.76891495601173
"40254248","(1, 2)","ActiveAdults","RandomForest",0.651446280991736
"40270915","(3, 8)","FamilyWithKids","RandomForest",0.78756157635468
"40288817","(3, 8)","ActiveAdults","RandomForest",0.703425480769231
"40292044","(1, 2)","ActiveAdults","RandomForest",0.64463876146789
"40304196","(1, 2)","FamilyWithKids","RandomForest",0.672972972972973
"40308501","(3, 8)","FamilyWithKids","RandomForest",0.694310344827586
"40326822","(3, 8)","ActiveAdults","RandomForest",0.734265734265734
"40347802","(3, 8)","FamilyWithKids","RandomForest",0.648989898989899
"40348254","(1, 2)","FamilyWithKids","RandomForest",0.720618293306081
"40350785","(1, 2)","FamilyWithKids","RandomForest",0.746900826446281
"50282366","(3, 8)","ActiveAdults","RandomForest",0.923664122137405
"50514112","(3, 8)","FamilyWithKids","RandomForest",0
"50728612","(3, 8)","ActiveAdults","RandomForest",0.764285714285714
"50745069","(3, 8)","FamilyWithKids","RandomForest",0
"50800943","(1, 2)","FamilyWithKids","RandomForest",0.847274436090226
"50836946","(3, 8)","ActiveAdults","RandomForest",0.887096774193548
"50849946","(1, 2)","ActiveAdults","RandomForest",0
"50967359","(3, 8)","FamilyWithKids","RandomForest",0.732142857142857
"51078948","(3, 8)","ActiveAdults","RandomForest",0.749568593615186
"51101589","(1, 2)","FamilyWithKids","RandomForest",0.821280991735537
"51136114","(3, 8)","ActiveAdults","RandomForest",0.723900293255132
"51136225","(1, 2)","FamilyWithKids","RandomForest",0
"51274788","(3, 8)","ActiveAdults","RandomForest",0.743511450381679
"51327660","(3, 8)","FamilyWithKids","RandomForest",0.866906474820144
"51349560","(1, 2)","ActiveAdults","RandomForest",0.720485175202156
"51376374","(1, 2)","FamilyWithKids","RandomForest",0.851063829787234
"51480876","(3, 8)","ActiveAdults","RandomForest",0.636877828054299
"53499938","(3, 8)","ActiveAdults","RandomForest",0.772619047619048
"53814005","(1, 2)","FamilyWithKids","RandomForest",0.743534482758621
"54246765","(3, 8)","ActiveAdults","RandomForest",0.8
"54706275","(3, 8)","FamilyWithKids","RandomForest",0.74574780058651
"55031571","(3, 8)","FamilyWithKids","RandomForest",0.792200854700855
"58104487","(1, 2)","ActiveAdults","RandomForest",0.781417941298057
"58112970","(1, 2)","ActiveAdults","RandomForest",0.799
"58113416","(3, 8)","FamilyWithKids","RandomForest",0.799310344827586
"58139794","(3, 8)","FamilyWithKids","RandomForest",0.851449275362319
"58149188","(1, 2)","FamilyWithKids","RandomForest",0.760123966942149
"58156906","(3, 8)","ActiveAdults","RandomForest",0.751145912910619
"58156989","(1, 2)","ActiveAdults","RandomForest",0.772286821705426
"58157344","(3, 8)","ActiveAdults","RandomForest",0.760367892976589
"58158708","(3, 8)","FamilyWithKids","RandomForest",0.717857142857143
"58160608","(3, 8)","ActiveAdults","RandomForest",0.769137931034483
"58180839","(3, 8)","ActiveAdults","RandomForest",0.835151802656547
"58186213","(1, 2)","ActiveAdults","RandomForest",0.697850821744627
"58192769","(3, 8)","FamilyWithKids","RandomForest",0.389285714285714
"58196114","(1, 2)","ActiveAdults","RandomForest",0.733473557692308
"58196507","(3, 8)","FamilyWithKids","RandomForest",0.661858974358974
"58208210","(1, 2)","ActiveAdults","RandomForest",0.823586744639376
"58226070","(1, 2)","FamilyWithKids","RandomForest",0.713636363636364
"58226234","(3, 8)","ActiveAdults","RandomForest",0.908759124087591
"58228524","(3, 8)","FamilyWithKids","RandomForest",0.622434017595308
"58270167","(3, 8)","FamilyWithKids","RandomForest",0
"58277118","(3, 8)","ActiveAdults","RandomForest",0.855555555555556
"58277624","(1, 2)","FamilyWithKids","RandomForest",0.696487603305785
"58283898","(1, 2)","FamilyWithKids","RandomForest",0.726755218216319
"58284638","(3, 8)","FamilyWithKids","RandomForest",0.601033834586466
"58302844","(3, 8)","ActiveAdults","RandomForest",0.733723135271808
"58316009","(1, 2)","ActiveAdults","RandomForest",0.804904051172708
"58316652","(3, 8)","ActiveAdults","RandomForest",0.728076639646279
"58329048","(3, 8)","FamilyWithKids","RandomForest",0.721825396825397
"58332519","(1, 2)","FamilyWithKids","RandomForest",0.815126050420168
"58344588","(1, 2)","FamilyWithKids","RandomForest",0.802669552669553
"58356243","(3, 8)","FamilyWithKids","RandomForest",0.808787128712871
"58360541","(3, 8)","FamilyWithKids","RandomForest",0.794430693069307
"58367546","(1, 2)","FamilyWithKids","RandomForest",0.651587301587301
"58367725","(3, 8)","FamilyWithKids","RandomForest",0.726287262872629
"58375677","(3, 8)","ActiveAdults","RandomForest",0
"58383372","(1, 2)","ActiveAdults","RandomForest",0.806910569105691
"58385128","(1, 2)","FamilyWithKids","RandomForest",0.851219512195122
"58388130","(1, 2)","ActiveAdults","RandomForest",0.772107438016529
"58388694","(1, 2)","ActiveAdults","RandomForest",0.798357664233577
"58392459","(1, 2)","ActiveAdults","RandomForest",0.5
"58407838","(1, 2)","FamilyWithKids","RandomForest",0.822033898305085
"58416269","(3, 8)","ActiveAdults","RandomForest",0
"58441256","(1, 2)","FamilyWithKids","RandomForest",0.689462809917355
"58447894","(1, 2)","ActiveAdults","RandomForest",0.681547619047619
"58455302","(1, 2)","FamilyWithKids","RandomForest",0.769047619047619
"58459782","(1, 2)","ActiveAdults","RandomForest",0.757859531772575
