"Customer","FamilyMembers","Lifestage","Model","f1"
"6554495","(3, 8)","ActiveAdults","RandomForest",0.646464646464647
"6589303","(3, 8)","FamilyWithKids","RandomForest",0.41025641025641
"6625496","(3, 8)","FamilyWithKids","RandomForest",0.142857142857143
"6645683","(1, 2)","ActiveAdults","RandomForest",0.484848484848485
"6867147","(3, 8)","FamilyWithKids","RandomForest",0.4
"6946384","(1, 2)","FamilyWithKids","RandomForest",0.672727272727273
"7117945","(3, 8)","ActiveAdults","RandomForest",0.0909090909090909
"7125823","(1, 2)","FamilyWithKids","RandomForest",0.424242424242424
"7152560","(1, 2)","FamilyWithKids","RandomForest",0.584615384615385
"7193509","(3, 8)","FamilyWithKids","RandomForest",0.539130434782609
"7248545","(3, 8)","ActiveAdults","RandomForest",0.2
"7395471","(3, 8)","FamilyWithKids","RandomForest",0.482758620689655
"7754367","(1, 2)","ActiveAdults","RandomForest",0.556962025316456
"7774258","(3, 8)","ActiveAdults","RandomForest",0.305084745762712
"7923839","(1, 2)","ActiveAdults","RandomForest",0.472727272727273
"7943400","(3, 8)","FamilyWithKids","RandomForest",0.525252525252525
"7954243","(3, 8)","ActiveAdults","RandomForest",0.58974358974359
"8063255","(1, 2)","ActiveAdults","RandomForest",0.307692307692308
"8128139","(1, 2)","FamilyWithKids","RandomForest",0.568421052631579
"8233719","(3, 8)","FamilyWithKids","RandomForest",0.0895522388059701
"8406386","(1, 2)","FamilyWithKids","RandomForest",0.34375
"8587555","(3, 8)","FamilyWithKids","RandomForest",0.263157894736842
"8607458","(3, 8)","FamilyWithKids","RandomForest",0.225352112676056
"8615531","(1, 2)","FamilyWithKids","RandomForest",0.253164556962025
"8736972","(1, 2)","FamilyWithKids","RandomForest",0.413793103448276
"9007266","(3, 8)","FamilyWithKids","RandomForest",0.585858585858586
"9059566","(3, 8)","FamilyWithKids","RandomForest",0.4
"9139989","(3, 8)","FamilyWithKids","RandomForest",0.450704225352113
"9155436","(3, 8)","FamilyWithKids","RandomForest",0.216216216216216
"9274130","(3, 8)","FamilyWithKids","RandomForest",0.296296296296296
"9279821","(3, 8)","ActiveAdults","RandomForest",0.552631578947368
"9298060","(3, 8)","ActiveAdults","RandomForest",0.631578947368421
"9303140","(1, 2)","ActiveAdults","RandomForest",0.455696202531646
"9335132","(1, 2)","FamilyWithKids","RandomForest",0.481927710843373
"9354586","(3, 8)","FamilyWithKids","RandomForest",0.521739130434783
"9482519","(1, 2)","FamilyWithKids","RandomForest",0.435897435897436
"9493177","(3, 8)","FamilyWithKids","RandomForest",0.686274509803922
"9529316","(1, 2)","ActiveAdults","RandomForest",0.568965517241379
"9574087","(3, 8)","FamilyWithKids","RandomForest",0.620689655172414
"9749751","(1, 2)","FamilyWithKids","RandomForest",0.615384615384615
"9758155","(3, 8)","ActiveAdults","RandomForest",0.561797752808989
"9805405","(1, 2)","ActiveAdults","RandomForest",0.5
"9832521","(1, 2)","ActiveAdults","RandomForest",0.548387096774194
"9842261","(3, 8)","FamilyWithKids","RandomForest",0.631578947368421
"10105631","(1, 2)","FamilyWithKids","RandomForest",0.275862068965517
"10139080","(3, 8)","FamilyWithKids","RandomForest",0.492753623188406
"10257405","(3, 8)","ActiveAdults","RandomForest",0.298507462686567
"10532324","(3, 8)","FamilyWithKids","RandomForest",0.25531914893617
"10640319","(1, 2)","ActiveAdults","RandomForest",0.725806451612903
"10801631","(3, 8)","ActiveAdults","RandomForest",0.356164383561644
"10894040","(1, 2)","ActiveAdults","RandomForest",0.338983050847458
"10894888","(3, 8)","ActiveAdults","RandomForest",0.623655913978495
"10900743","(1, 2)","ActiveAdults","RandomForest",0.117647058823529
"10911303","(3, 8)","FamilyWithKids","RandomForest",0.75
"10925652","(3, 8)","ActiveAdults","RandomForest",0.376470588235294
"11172871","(3, 8)","FamilyWithKids","RandomForest",0.405797101449275
"11257237","(1, 2)","ActiveAdults","RandomForest",0.766666666666667
"11627871","(3, 8)","FamilyWithKids","RandomForest",0.40625
"11729338","(3, 8)","FamilyWithKids","RandomForest",0.521739130434783
"11779601","(3, 8)","FamilyWithKids","RandomForest",0.571428571428571
"11852324","(3, 8)","ActiveAdults","RandomForest",0.416666666666667
"11912555","(1, 2)","FamilyWithKids","RandomForest",0.454545454545454
"12078622","(1, 2)","FamilyWithKids","RandomForest",0.418604651162791
"12120644","(1, 2)","FamilyWithKids","RandomForest",0.687022900763359
"12167956","(3, 8)","ActiveAdults","RandomForest",0.575
"12177802","(1, 2)","ActiveAdults","RandomForest",0.510204081632653
"12223508","(3, 8)","FamilyWithKids","RandomForest",0.65979381443299
"12237973","(3, 8)","ActiveAdults","RandomForest",0.467532467532467
"12257542","(3, 8)","FamilyWithKids","RandomForest",0.258064516129032
"12276650","(3, 8)","ActiveAdults","RandomForest",0.457142857142857
"12504304","(1, 2)","ActiveAdults","RandomForest",0.133333333333333
"12515785","(3, 8)","FamilyWithKids","RandomForest",0.651162790697674
"12845306","(3, 8)","FamilyWithKids","RandomForest",0.444444444444444
"12871209","(3, 8)","FamilyWithKids","RandomForest",0.441558441558441
"12962537","(1, 2)","ActiveAdults","RandomForest",0.346153846153846
"12980036","(3, 8)","ActiveAdults","RandomForest",0.450704225352113
"12980061","(1, 2)","FamilyWithKids","RandomForest",0.55
"13025896","(3, 8)","ActiveAdults","RandomForest",0.5
"13031606","(1, 2)","FamilyWithKids","RandomForest",0.536585365853658
"13046181","(3, 8)","ActiveAdults","RandomForest",0.578947368421053
"13048293","(3, 8)","ActiveAdults","RandomForest",0.455696202531646
"13070182","(3, 8)","FamilyWithKids","RandomForest",0.5
"13248069","(3, 8)","ActiveAdults","RandomForest",0.19047619047619
"13283749","(3, 8)","ActiveAdults","RandomForest",0.409638554216867
"13337486","(3, 8)","FamilyWithKids","RandomForest",0
"13363691","(1, 2)","ActiveAdults","RandomForest",0.530612244897959
"13376772","(1, 2)","FamilyWithKids","RandomForest",0.806201550387597
"18885480","(1, 2)","FamilyWithKids","RandomForest",0.585365853658537
"18893240","(3, 8)","ActiveAdults","RandomForest",0.5
"18910735","(3, 8)","ActiveAdults","RandomForest",0.32
"18915996","(3, 8)","FamilyWithKids","RandomForest",0.433734939759036
"18917984","(1, 2)","FamilyWithKids","RandomForest",0.307692307692308
"18926713","(3, 8)","FamilyWithKids","RandomForest",0.210526315789474
"18933798","(3, 8)","ActiveAdults","RandomForest",0.613636363636364
"18939620","(3, 8)","FamilyWithKids","RandomForest",0.585858585858586
"18949341","(3, 8)","ActiveAdults","RandomForest",0.352941176470588
"18970164","(3, 8)","FamilyWithKids","RandomForest",0.436781609195402
"18974058","(3, 8)","FamilyWithKids","RandomForest",0.461538461538462
"18979272","(3, 8)","ActiveAdults","RandomForest",0.522727272727273
"19000317","(3, 8)","FamilyWithKids","RandomForest",0.1875
"19006325","(3, 8)","FamilyWithKids","RandomForest",0.524590163934426
"19031006","(1, 2)","ActiveAdults","RandomForest",0.447761194029851
"19063947","(3, 8)","ActiveAdults","RandomForest",0.375
"19065018","(1, 2)","ActiveAdults","RandomForest",0.385542168674699
"19081325","(3, 8)","FamilyWithKids","RandomForest",0.553846153846154
"19111769","(3, 8)","ActiveAdults","RandomForest",0.275862068965517
"19113568","(1, 2)","FamilyWithKids","RandomForest",0
"19143595","(1, 2)","FamilyWithKids","RandomForest",0.699029126213592
"19185625","(1, 2)","FamilyWithKids","RandomForest",0.63768115942029
"19190685","(1, 2)","FamilyWithKids","RandomForest",0
"19204079","(3, 8)","ActiveAdults","RandomForest",0
"19210009","(3, 8)","FamilyWithKids","RandomForest",0.238095238095238
"19211739","(3, 8)","ActiveAdults","RandomForest",0.730434782608696
"19228548","(3, 8)","FamilyWithKids","RandomForest",0.25
"19230069","(1, 2)","ActiveAdults","RandomForest",0.235294117647059
"19243178","(3, 8)","FamilyWithKids","RandomForest",0
"19262813","(1, 2)","ActiveAdults","RandomForest",0.285714285714286
"19274514","(3, 8)","FamilyWithKids","RandomForest",0.338461538461538
"19286793","(3, 8)","FamilyWithKids","RandomForest",0.4
"19317441","(3, 8)","FamilyWithKids","RandomForest",0.630630630630631
"19337241","(3, 8)","FamilyWithKids","RandomForest",0.625
"19341334","(1, 2)","ActiveAdults","RandomForest",0
"19342043","(3, 8)","FamilyWithKids","RandomForest",0.302325581395349
"19342312","(1, 2)","FamilyWithKids","RandomForest",0.692913385826772
"19361406","(3, 8)","FamilyWithKids","RandomForest",0.363636363636364
"19383196","(1, 2)","ActiveAdults","RandomForest",0.333333333333333
"19394771","(1, 2)","FamilyWithKids","RandomForest",0.52
"19398541","(1, 2)","ActiveAdults","RandomForest",0
"19437256","(3, 8)","ActiveAdults","RandomForest",0.260869565217391
"19441686","(3, 8)","FamilyWithKids","RandomForest",0.0540540540540541
"19454531","(3, 8)","ActiveAdults","RandomForest",0
"19480086","(3, 8)","FamilyWithKids","RandomForest",0.60952380952381
"19489701","(3, 8)","ActiveAdults","RandomForest",0.635294117647059
"19514535","(1, 2)","FamilyWithKids","RandomForest",0.673469387755102
"19523710","(3, 8)","FamilyWithKids","RandomForest",0.594059405940594
"19529623","(3, 8)","FamilyWithKids","RandomForest",0.591549295774648
"19546916","(3, 8)","FamilyWithKids","RandomForest",0.644444444444444
"19572027","(3, 8)","FamilyWithKids","RandomForest",0.37037037037037
"19575323","(1, 2)","ActiveAdults","RandomForest",0.671875
"19575511","(1, 2)","FamilyWithKids","RandomForest",0.311111111111111
"19582754","(3, 8)","ActiveAdults","RandomForest",0.394366197183099
"19586197","(3, 8)","ActiveAdults","RandomForest",0.511627906976744
"19589390","(3, 8)","FamilyWithKids","RandomForest",0.4
"19593919","(3, 8)","ActiveAdults","RandomForest",0.419753086419753
"19595267","(3, 8)","ActiveAdults","RandomForest",0.458333333333333
"19620636","(3, 8)","ActiveAdults","RandomForest",0.637362637362637
"19633437","(3, 8)","FamilyWithKids","RandomForest",0.659574468085106
"19635030","(3, 8)","ActiveAdults","RandomForest",0.444444444444444
"25527026","(3, 8)","FamilyWithKids","RandomForest",0.672897196261682
"25616425","(1, 2)","FamilyWithKids","RandomForest",0.594059405940594
"25624350","(3, 8)","FamilyWithKids","RandomForest",0.517647058823529
"25797019","(3, 8)","ActiveAdults","RandomForest",0.660377358490566
"25819293","(1, 2)","FamilyWithKids","RandomForest",0.311111111111111
"25879492","(1, 2)","FamilyWithKids","RandomForest",0.450980392156863
"25900167","(1, 2)","FamilyWithKids","RandomForest",0.0327868852459016
"26252886","(1, 2)","ActiveAdults","RandomForest",0.341463414634146
"26253630","(3, 8)","ActiveAdults","RandomForest",0.46875
"26258025","(3, 8)","ActiveAdults","RandomForest",0.153846153846154
"26269376","(3, 8)","ActiveAdults","RandomForest",0.695652173913043
"26269953","(1, 2)","FamilyWithKids","RandomForest",0.426666666666667
"26296755","(1, 2)","ActiveAdults","RandomForest",0.218181818181818
"26305411","(1, 2)","FamilyWithKids","RandomForest",0.25
"26306475","(3, 8)","ActiveAdults","RandomForest",0.326530612244898
"26322109","(3, 8)","FamilyWithKids","RandomForest",0.474576271186441
"26344568","(3, 8)","ActiveAdults","RandomForest",0.304347826086957
"26346002","(3, 8)","FamilyWithKids","RandomForest",0.43956043956044
"26364901","(1, 2)","ActiveAdults","RandomForest",0.37037037037037
"26378476","(1, 2)","FamilyWithKids","RandomForest",0.520833333333333
"26387868","(1, 2)","FamilyWithKids","RandomForest",0.597701149425287
"26390959","(1, 2)","FamilyWithKids","RandomForest",0.678260869565217
"26400080","(1, 2)","FamilyWithKids","RandomForest",0.434782608695652
"26400246","(1, 2)","FamilyWithKids","RandomForest",0.1
"26402016","(1, 2)","FamilyWithKids","RandomForest",0.673267326732673
"26460149","(1, 2)","ActiveAdults","RandomForest",0.338983050847458
"26475795","(3, 8)","ActiveAdults","RandomForest",0.388888888888889
"26489265","(3, 8)","FamilyWithKids","RandomForest",0.297297297297297
"26491740","(3, 8)","FamilyWithKids","RandomForest",0.540540540540541
"26495222","(3, 8)","FamilyWithKids","RandomForest",0.473118279569892
"26502467","(3, 8)","FamilyWithKids","RandomForest",0.732673267326733
"26502565","(3, 8)","ActiveAdults","RandomForest",0.602409638554217
"26513012","(1, 2)","ActiveAdults","RandomForest",0.1875
"26513514","(1, 2)","FamilyWithKids","RandomForest",0.586666666666667
"26513722","(3, 8)","FamilyWithKids","RandomForest",0.635294117647059
"26518495","(3, 8)","FamilyWithKids","RandomForest",0.467532467532468
"26518659","(3, 8)","FamilyWithKids","RandomForest",0.61764705882353
"26521517","(3, 8)","ActiveAdults","RandomForest",0.27027027027027
"26522464","(1, 2)","FamilyWithKids","RandomForest",0.481927710843373
"26535189","(3, 8)","FamilyWithKids","RandomForest",0.695652173913043
"26544416","(3, 8)","ActiveAdults","RandomForest",0
"26569507","(1, 2)","ActiveAdults","RandomForest",0.325581395348837
"26578057","(1, 2)","FamilyWithKids","RandomForest",0.258064516129032
"26585161","(1, 2)","FamilyWithKids","RandomForest",0.214285714285714
"26589462","(1, 2)","ActiveAdults","RandomForest",0.676470588235294
"26589534","(1, 2)","ActiveAdults","RandomForest",0.487179487179487
"26600478","(1, 2)","ActiveAdults","RandomForest",0.521739130434783
"26601946","(3, 8)","ActiveAdults","RandomForest",0.648648648648649
"26618701","(3, 8)","ActiveAdults","RandomForest",0.411764705882353
"29276526","(3, 8)","FamilyWithKids","RandomForest",0.642857142857143
"29284158","(3, 8)","ActiveAdults","RandomForest",0.631578947368421
"29304039","(3, 8)","ActiveAdults","RandomForest",0.45
"29313565","(1, 2)","FamilyWithKids","RandomForest",0.469387755102041
"29321769","(1, 2)","FamilyWithKids","RandomForest",0.609756097560976
"29337923","(3, 8)","ActiveAdults","RandomForest",0.0869565217391304
"29347236","(3, 8)","FamilyWithKids","RandomForest",0.531914893617021
"29365545","(1, 2)","FamilyWithKids","RandomForest",0.365853658536585
"29380088","(3, 8)","FamilyWithKids","RandomForest",0.517647058823529
"29406267","(3, 8)","ActiveAdults","RandomForest",0.290909090909091
"29416697","(3, 8)","FamilyWithKids","RandomForest",0.526315789473684
"29430523","(1, 2)","FamilyWithKids","RandomForest",0
"29453248","(3, 8)","FamilyWithKids","RandomForest",0.310344827586207
"29468396","(1, 2)","ActiveAdults","RandomForest",0.338461538461538
"29468484","(3, 8)","ActiveAdults","RandomForest",0.127659574468085
"29480655","(1, 2)","FamilyWithKids","RandomForest",0.505747126436782
"34567526","(1, 2)","ActiveAdults","RandomForest",0.457142857142857
"34571275","(3, 8)","ActiveAdults","RandomForest",0.415584415584416
"34586076","(1, 2)","ActiveAdults","RandomForest",0.571428571428572
"34586106","(1, 2)","FamilyWithKids","RandomForest",0.114285714285714
"34610793","(1, 2)","ActiveAdults","RandomForest",0.530612244897959
"34614938","(1, 2)","ActiveAdults","RandomForest",0.222222222222222
"34640970","(1, 2)","ActiveAdults","RandomForest",0.48780487804878
"34641300","(1, 2)","FamilyWithKids","RandomForest",0.527777777777778
"34725020","(3, 8)","FamilyWithKids","RandomForest",0.13953488372093
"34732848","(3, 8)","ActiveAdults","RandomForest",0.177777777777778
"34761632","(1, 2)","FamilyWithKids","RandomForest",0.578947368421053
"34764938","(3, 8)","FamilyWithKids","RandomForest",0.575
"34765018","(3, 8)","FamilyWithKids","RandomForest",0.638655462184874
"34775748","(1, 2)","ActiveAdults","RandomForest",0.27906976744186
"34800212","(3, 8)","FamilyWithKids","RandomForest",0.545454545454545
"34811172","(1, 2)","FamilyWithKids","RandomForest",0.105263157894737
"34813125","(1, 2)","FamilyWithKids","RandomForest",0.786324786324786
"34829163","(1, 2)","FamilyWithKids","RandomForest",0.731707317073171
"34849271","(3, 8)","ActiveAdults","RandomForest",0
"34869011","(3, 8)","FamilyWithKids","RandomForest",0.317460317460317
"34880990","(1, 2)","ActiveAdults","RandomForest",0.566371681415929
"34900016","(3, 8)","FamilyWithKids","RandomForest",0.474226804123711
"34921742","(3, 8)","ActiveAdults","RandomForest",0.256410256410256
"34925450","(1, 2)","ActiveAdults","RandomForest",0.476190476190476
"34939564","(3, 8)","FamilyWithKids","RandomForest",0.5625
"34946074","(1, 2)","FamilyWithKids","RandomForest",0.352941176470588
"34950147","(3, 8)","ActiveAdults","RandomForest",0.691358024691358
"34959503","(1, 2)","ActiveAdults","RandomForest",0.55421686746988
"34983607","(3, 8)","ActiveAdults","RandomForest",0.493506493506494
"34992565","(3, 8)","ActiveAdults","RandomForest",0.467532467532468
"35005435","(1, 2)","ActiveAdults","RandomForest",0.428571428571429
"35006354","(1, 2)","FamilyWithKids","RandomForest",0.633663366336634
"35019444","(1, 2)","FamilyWithKids","RandomForest",0
"35027402","(1, 2)","ActiveAdults","RandomForest",0.517241379310345
"35032328","(3, 8)","ActiveAdults","RandomForest",0.465753424657534
"35094713","(3, 8)","ActiveAdults","RandomForest",0.580645161290323
"35101316","(3, 8)","ActiveAdults","RandomForest",0.222222222222222
"35103099","(1, 2)","ActiveAdults","RandomForest",0.0714285714285714
"35122644","(3, 8)","ActiveAdults","RandomForest",0.696629213483146
"35132468","(1, 2)","ActiveAdults","RandomForest",0.523076923076923
"35136756","(1, 2)","FamilyWithKids","RandomForest",0.629213483146067
"35140443","(3, 8)","ActiveAdults","RandomForest",0.492753623188406
"35142649","(3, 8)","FamilyWithKids","RandomForest",0.829268292682927
"35185758","(3, 8)","ActiveAdults","RandomForest",0.392156862745098
"35203400","(1, 2)","FamilyWithKids","RandomForest",0.658227848101266
"35231900","(1, 2)","ActiveAdults","RandomForest",0.232558139534884
"35232883","(3, 8)","ActiveAdults","RandomForest",0
"35238063","(1, 2)","FamilyWithKids","RandomForest",0.360655737704918
"35255400","(1, 2)","FamilyWithKids","RandomForest",0.285714285714286
"35268006","(1, 2)","FamilyWithKids","RandomForest",0.647058823529412
"35300245","(1, 2)","FamilyWithKids","RandomForest",0.537037037037037
"35300600","(1, 2)","FamilyWithKids","RandomForest",0
"35302000","(1, 2)","FamilyWithKids","RandomForest",0.534883720930233
"35329337","(3, 8)","FamilyWithKids","RandomForest",0.114285714285714
"39589733","(1, 2)","ActiveAdults","RandomForest",0.658536585365854
"39592340","(3, 8)","ActiveAdults","RandomForest",0.444444444444444
"39630514","(1, 2)","ActiveAdults","RandomForest",0.304347826086957
"39633120","(1, 2)","FamilyWithKids","RandomForest",0.531645569620253
"39661494","(3, 8)","FamilyWithKids","RandomForest",0.586666666666667
"39674683","(3, 8)","ActiveAdults","RandomForest",0.519230769230769
"39680217","(1, 2)","ActiveAdults","RandomForest",0.525252525252525
"39733671","(3, 8)","ActiveAdults","RandomForest",0.527472527472527
"39736627","(3, 8)","FamilyWithKids","RandomForest",0.347826086956522
"39741603","(3, 8)","FamilyWithKids","RandomForest",0.647887323943662
"39748303","(1, 2)","FamilyWithKids","RandomForest",0.410958904109589
"39756194","(3, 8)","FamilyWithKids","RandomForest",0.571428571428572
"39776678","(1, 2)","FamilyWithKids","RandomForest",0.55045871559633
"39808384","(3, 8)","ActiveAdults","RandomForest",0.0754716981132075
"39820803","(3, 8)","ActiveAdults","RandomForest",0
"39823522","(1, 2)","ActiveAdults","RandomForest",0.276923076923077
"39824254","(1, 2)","ActiveAdults","RandomForest",0.489795918367347
"39847892","(3, 8)","FamilyWithKids","RandomForest",0.363636363636364
"39848592","(3, 8)","ActiveAdults","RandomForest",0.4
"39850588","(3, 8)","FamilyWithKids","RandomForest",0.444444444444444
"39854202","(3, 8)","ActiveAdults","RandomForest",0
"39858422","(1, 2)","ActiveAdults","RandomForest",0.632911392405063
"39860814","(3, 8)","FamilyWithKids","RandomForest",0.6875
"39936339","(1, 2)","FamilyWithKids","RandomForest",0.473684210526316
"39973308","(1, 2)","ActiveAdults","RandomForest",0.271186440677966
"39977619","(3, 8)","FamilyWithKids","RandomForest",0.313725490196078
"39981995","(3, 8)","FamilyWithKids","RandomForest",0.181818181818182
"39994483","(3, 8)","FamilyWithKids","RandomForest",0.660194174757282
"39999611","(3, 8)","ActiveAdults","RandomForest",0.157894736842105
"40022328","(3, 8)","ActiveAdults","RandomForest",0.457142857142857
"40023054","(3, 8)","FamilyWithKids","RandomForest",0.536082474226804
"40053636","(1, 2)","ActiveAdults","RandomForest",0.379310344827586
"40070326","(1, 2)","FamilyWithKids","RandomForest",0.584905660377358
"40084053","(1, 2)","FamilyWithKids","RandomForest",0.580645161290323
"40097852","(3, 8)","ActiveAdults","RandomForest",0.4375
"40108582","(3, 8)","ActiveAdults","RandomForest",0
"40169462","(3, 8)","ActiveAdults","RandomForest",0.172413793103448
"40182046","(3, 8)","FamilyWithKids","RandomForest",0.476190476190476
"40196046","(3, 8)","ActiveAdults","RandomForest",0
"40215452","(1, 2)","FamilyWithKids","RandomForest",0.597014925373134
"40223973","(3, 8)","FamilyWithKids","RandomForest",0.685185185185185
"40226426","(1, 2)","ActiveAdults","RandomForest",0.493506493506494
"40232464","(1, 2)","ActiveAdults","RandomForest",0.25
"40232955","(1, 2)","ActiveAdults","RandomForest",0.674418604651163
"40248047","(1, 2)","FamilyWithKids","RandomForest",0.592592592592593
"40254248","(1, 2)","ActiveAdults","RandomForest",0.346666666666667
"40270915","(3, 8)","FamilyWithKids","RandomForest",0.571428571428571
"40288817","(3, 8)","ActiveAdults","RandomForest",0.461538461538462
"40292044","(1, 2)","ActiveAdults","RandomForest",0.451612903225806
"40304196","(1, 2)","FamilyWithKids","RandomForest",0.463157894736842
"40308501","(3, 8)","FamilyWithKids","RandomForest",0.423076923076923
"40326822","(3, 8)","ActiveAdults","RandomForest",0.444444444444444
"40347802","(3, 8)","FamilyWithKids","RandomForest",0.208333333333333
"40348254","(1, 2)","FamilyWithKids","RandomForest",0.573913043478261
"40350785","(1, 2)","FamilyWithKids","RandomForest",0.454545454545454
"50282366","(3, 8)","ActiveAdults","RandomForest",0.5
"50514112","(3, 8)","FamilyWithKids","RandomForest",0
"50728612","(3, 8)","ActiveAdults","RandomForest",0.612244897959184
"50745069","(3, 8)","FamilyWithKids","RandomForest",0
"50800943","(1, 2)","FamilyWithKids","RandomForest",0.358974358974359
"50836946","(3, 8)","ActiveAdults","RandomForest",0.548387096774194
"50849946","(1, 2)","ActiveAdults","RandomForest",0
"50967359","(3, 8)","FamilyWithKids","RandomForest",0.230769230769231
"51078948","(3, 8)","ActiveAdults","RandomForest",0.451612903225806
"51101589","(1, 2)","FamilyWithKids","RandomForest",0.625
"51136114","(3, 8)","ActiveAdults","RandomForest",0.52
"51136225","(1, 2)","FamilyWithKids","RandomForest",0
"51274788","(3, 8)","ActiveAdults","RandomForest",0.271186440677966
"51327660","(3, 8)","FamilyWithKids","RandomForest",0.0975609756097561
"51349560","(1, 2)","ActiveAdults","RandomForest",0.559139784946237
"51376374","(1, 2)","FamilyWithKids","RandomForest",0.775862068965517
"51480876","(3, 8)","ActiveAdults","RandomForest",0.482758620689655
"53499938","(3, 8)","ActiveAdults","RandomForest",0.507936507936508
"53814005","(1, 2)","FamilyWithKids","RandomForest",0.520833333333333
"54246765","(3, 8)","ActiveAdults","RandomForest",0.421052631578947
"54706275","(3, 8)","FamilyWithKids","RandomForest",0.571428571428571
"55031571","(3, 8)","FamilyWithKids","RandomForest",0.531645569620253
"58104487","(1, 2)","ActiveAdults","RandomForest",0.745762711864407
"58112970","(1, 2)","ActiveAdults","RandomForest",0.51063829787234
"58113416","(3, 8)","FamilyWithKids","RandomForest",0.567567567567568
"58139794","(3, 8)","FamilyWithKids","RandomForest",0.127659574468085
"58149188","(1, 2)","FamilyWithKids","RandomForest",0.417582417582418
"58156906","(3, 8)","ActiveAdults","RandomForest",0.452380952380952
"58156989","(1, 2)","ActiveAdults","RandomForest",0.309859154929577
"58157344","(3, 8)","ActiveAdults","RandomForest",0.525
"58158708","(3, 8)","FamilyWithKids","RandomForest",0.388349514563107
"58160608","(3, 8)","ActiveAdults","RandomForest",0.518518518518519
"58180839","(3, 8)","ActiveAdults","RandomForest",0.56
"58186213","(1, 2)","ActiveAdults","RandomForest",0.476190476190476
"58192769","(3, 8)","FamilyWithKids","RandomForest",0
"58196114","(1, 2)","ActiveAdults","RandomForest",0.4
"58196507","(3, 8)","FamilyWithKids","RandomForest",0.395348837209302
"58208210","(1, 2)","ActiveAdults","RandomForest",0.584269662921348
"58226070","(1, 2)","FamilyWithKids","RandomForest",0.417910447761194
"58226234","(3, 8)","ActiveAdults","RandomForest",0.242424242424242
"58228524","(3, 8)","FamilyWithKids","RandomForest",0.4
"58270167","(3, 8)","FamilyWithKids","RandomForest",0
"58277118","(3, 8)","ActiveAdults","RandomForest",0.491228070175439
"58277624","(1, 2)","FamilyWithKids","RandomForest",0.44
"58283898","(1, 2)","FamilyWithKids","RandomForest",0.423076923076923
"58284638","(3, 8)","FamilyWithKids","RandomForest",0.176470588235294
"58302844","(3, 8)","ActiveAdults","RandomForest",0.505494505494505
"58316009","(1, 2)","ActiveAdults","RandomForest",0.384615384615385
"58316652","(3, 8)","ActiveAdults","RandomForest",0.509090909090909
"58329048","(3, 8)","FamilyWithKids","RandomForest",0.563106796116505
"58332519","(1, 2)","FamilyWithKids","RandomForest",0.5
"58344588","(1, 2)","FamilyWithKids","RandomForest",0.690265486725664
"58356243","(3, 8)","FamilyWithKids","RandomForest",0.693069306930693
"58360541","(3, 8)","FamilyWithKids","RandomForest",0.661016949152542
"58367546","(1, 2)","FamilyWithKids","RandomForest",0.490566037735849
"58367725","(3, 8)","FamilyWithKids","RandomForest",0.388888888888889
"58375677","(3, 8)","ActiveAdults","RandomForest",0
"58383372","(1, 2)","ActiveAdults","RandomForest",0.5
"58385128","(1, 2)","FamilyWithKids","RandomForest",0.755102040816326
"58388130","(1, 2)","ActiveAdults","RandomForest",0.45945945945946
"58388694","(1, 2)","ActiveAdults","RandomForest",0.214285714285714
"58392459","(1, 2)","ActiveAdults","RandomForest",0
"58407838","(1, 2)","FamilyWithKids","RandomForest",0.522727272727273
"58416269","(3, 8)","ActiveAdults","RandomForest",0
"58441256","(1, 2)","FamilyWithKids","RandomForest",0.361702127659574
"58447894","(1, 2)","ActiveAdults","RandomForest",0.413793103448276
"58455302","(1, 2)","FamilyWithKids","RandomForest",0.618556701030928
"58459782","(1, 2)","ActiveAdults","RandomForest",0.511627906976744
"58475510","(3, 8)","ActiveAdults","RandomForest",0.597938144329897
"58480922","(1, 2)","ActiveAdults","RandomForest",0.368421052631579
"58495505","(1, 2)","FamilyWithKids","RandomForest",0.45
"58496620","(1, 2)","ActiveAdults","RandomForest",0
"58508502","(3, 8)","FamilyWithKids","RandomForest",0.4
"58513193","(1, 2)","ActiveAdults","RandomForest",0.338028169014085
"58516324","(1, 2)","FamilyWithKids","RandomForest",0.598130841121495
"58523802","(1, 2)","ActiveAdults","RandomForest",0.521739130434783
"58524204","(1, 2)","FamilyWithKids","RandomForest",0.375
"59670237","(1, 2)","FamilyWithKids","RandomForest",0.666666666666667
"59682382","(3, 8)","FamilyWithKids","RandomForest",0.684684684684685
"59687794","(1, 2)","FamilyWithKids","RandomForest",0.621359223300971
"59699781","(3, 8)","ActiveAdults","RandomForest",0.54320987654321
"59702734","(1, 2)","ActiveAdults","RandomForest",0.355555555555556
"59712747","(3, 8)","FamilyWithKids","RandomForest",0.465116279069767
"59728494","(3, 8)","FamilyWithKids","RandomForest",0.563106796116505
"59729184","(1, 2)","FamilyWithKids","RandomForest",0.466666666666667
"59739148","(3, 8)","FamilyWithKids","RandomForest",0.688888888888889
"59760632","(3, 8)","FamilyWithKids","RandomForest",0.372881355932203
"59768083","(3, 8)","FamilyWithKids","RandomForest",0.777777777777778
"59778528","(1, 2)","FamilyWithKids","RandomForest",0.505494505494505
"59779125","(1, 2)","FamilyWithKids","RandomForest",0.481927710843373
"59779535","(3, 8)","ActiveAdults","RandomForest",0
"59782362","(3, 8)","FamilyWithKids","RandomForest",0.756302521008403
