CUSTOMER_ACCOUNT_NR_MASK,Baseline,RandomForest,GENDER,FAMILY_MEMBERS,SEG_LIFESTYLE_CD,SEG_LIFESTAGE_CD
40182046.0,0.54320987654321,0.47619047619047616,F,"(3, 8)",2,4
40196046.0,0.0,0.0,F,"(3, 8)",2,5
40215452.0,0.2162162162162162,0.5970149253731343,F,"(1, 2)",3,4
40223973.0,0.6133333333333334,0.6851851851851851,F,"(3, 8)",2,4
40226426.0,0.3829787234042554,0.49350649350649345,M,"(1, 2)",3,5
40232464.0,0.0,0.25,F,"(1, 2)",3,5
40232955.0,0.6769230769230768,0.6744186046511628,F,"(1, 2)",1,5
40248047.0,0.5245901639344263,0.5925925925925926,F,"(1, 2)",2,4
40254248.0,0.2666666666666666,0.3466666666666666,M,"(1, 2)",2,5
40270915.0,0.576271186440678,0.5714285714285714,F,"(3, 8)",2,4
40288817.0,0.34782608695652173,0.46153846153846156,F,"(3, 8)",1,5
40292044.0,0.34375,0.4516129032258065,F,"(1, 2)",1,5
40304196.0,0.27906976744186046,0.4631578947368421,F,"(1, 2)",2,4
40308501.0,0.5151515151515151,0.423076923076923,F,"(3, 8)",1,4
40326822.0,0.23529411764705885,0.4444444444444444,F,"(3, 8)",2,5
40347802.0,0.1111111111111111,0.20833333333333334,M,"(3, 8)",1,4
40348254.0,0.5365853658536586,0.5739130434782609,F,"(1, 2)",3,4
40350785.0,0.2909090909090909,0.45454545454545453,F,"(1, 2)",1,4
50282366.0,0.5384615384615384,0.5,M,"(3, 8)",2,5
50514112.0,0.0,0.0,F,"(3, 8)",2,4
50728612.0,0.47457627118644075,0.6122448979591837,F,"(3, 8)",3,5
50745069.0,0.0,0.0,F,"(3, 8)",2,4
50800943.0,0.4210526315789474,0.358974358974359,M,"(1, 2)",2,4
50836946.0,0.6857142857142857,0.5483870967741935,M,"(3, 8)",1,5
50849946.0,0.0,0.0,F,"(1, 2)",3,5
50967359.0,0.5,0.23076923076923075,F,"(3, 8)",3,4
51078948.0,0.2857142857142857,0.45161290322580644,M,"(3, 8)",2,5
51101589.0,0.3448275862068966,0.6250000000000001,M,"(1, 2)",2,4
51136114.0,0.37037037037037035,0.52,M,"(3, 8)",1,5
51136225.0,0.0,0.0,M,"(1, 2)",1,4
51274788.0,0.16,0.27118644067796605,F,"(3, 8)",1,5
51327660.0,0.22222222222222224,0.09756097560975609,M,"(3, 8)",2,4
51349560.0,0.4230769230769231,0.5591397849462366,F,"(1, 2)",1,5
51376374.0,0.7209302325581396,0.7758620689655173,M,"(1, 2)",1,4
51480876.0,0.25,0.4827586206896552,M,"(3, 8)",2,5
53499938.0,0.5,0.5079365079365079,F,"(3, 8)",1,5
53814005.0,0.456140350877193,0.5208333333333334,M,"(1, 2)",1,4
54246765.0,0.14285714285714288,0.42105263157894735,M,"(3, 8)",2,5
54706275.0,0.37037037037037035,0.5714285714285714,M,"(3, 8)",2,4
55031571.0,0.6,0.5316455696202532,F,"(3, 8)",3,4
58104487.0,0.4634146341463415,0.7457627118644068,F,"(1, 2)",1,5
58112970.0,0.5185185185185185,0.5106382978723403,M,"(1, 2)",3,5
58113416.0,0.4897959183673469,0.5675675675675675,M,"(3, 8)",3,4
58139794.0,0.1621621621621622,0.1276595744680851,F,"(3, 8)",1,4
58149188.0,0.2941176470588235,0.41758241758241754,F,"(1, 2)",4,4
58156906.0,0.52,0.45238095238095233,M,"(3, 8)",1,5
58156989.0,0.36363636363636365,0.3098591549295775,F,"(1, 2)",4,5
58157344.0,0.6071428571428571,0.525,M,"(3, 8)",1,5
58158708.0,0.523076923076923,0.3883495145631068,F,"(3, 8)",2,4
58160608.0,0.24242424242424243,0.5185185185185186,F,"(3, 8)",2,5
58180839.0,0.4117647058823529,0.5599999999999999,M,"(3, 8)",2,5
58186213.0,0.3333333333333333,0.4761904761904762,F,"(1, 2)",1,5
58192769.0,0.0,0.0,M,"(3, 8)",2,4
58196114.0,0.5454545454545455,0.4,M,"(1, 2)",1,5
58196507.0,0.380952380952381,0.3953488372093023,F,"(3, 8)",1,4
58208210.0,0.5964912280701755,0.5842696629213483,F,"(1, 2)",1,5
58226070.0,0.09090909090909091,0.417910447761194,M,"(1, 2)",1,4
58226234.0,0.4,0.2424242424242424,M,"(3, 8)",1,5
58228524.0,0.0,0.4,M,"(3, 8)",1,4
58270167.0,0.0,0.0,F,"(3, 8)",3,4
58277118.0,0.5333333333333333,0.4912280701754386,F,"(3, 8)",1,5
58277624.0,0.12903225806451613,0.43999999999999995,F,"(1, 2)",2,4
58283898.0,0.0,0.4230769230769231,F,"(1, 2)",1,4
58284638.0,0.0,0.1764705882352941,F,"(3, 8)",3,4
58302844.0,0.49180327868852464,0.5054945054945055,M,"(3, 8)",1,5
58316009.0,0.16666666666666666,0.3846153846153846,M,"(1, 2)",1,5
58316652.0,0.46153846153846156,0.5090909090909091,M,"(3, 8)",3,5
58329048.0,0.391304347826087,0.5631067961165048,M,"(3, 8)",3,4
58332519.0,0.5142857142857142,0.5,M,"(1, 2)",3,4
58344588.0,0.7294117647058824,0.6902654867256638,M,"(1, 2)",1,4
58356243.0,0.5454545454545455,0.693069306930693,F,"(3, 8)",1,4
58360541.0,0.36619718309859156,0.6610169491525423,M,"(3, 8)",1,4
58367546.0,0.5569620253164557,0.490566037735849,F,"(1, 2)",1,4
58367725.0,0.4848484848484848,0.3888888888888889,M,"(3, 8)",2,4
58375677.0,0.0,0.0,M,"(3, 8)",2,5
58383372.0,0.5641025641025642,0.5,M,"(1, 2)",3,5
58385128.0,0.5151515151515151,0.7551020408163265,F,"(1, 2)",2,4
58388130.0,0.4878048780487805,0.4594594594594595,F,"(1, 2)",2,5
58388694.0,0.16666666666666666,0.21428571428571427,M,"(1, 2)",2,5
58392459.0,0.0,0.0,M,"(1, 2)",3,5
58407838.0,0.5762711864406781,0.5227272727272727,F,"(1, 2)",2,4
58416269.0,0.0,0.0,F,"(3, 8)",2,5
58441256.0,0.41379310344827586,0.3617021276595745,M,"(1, 2)",2,4
58447894.0,0.31249999999999994,0.41379310344827586,M,"(1, 2)",1,5
58455302.0,0.5,0.6185567010309279,F,"(1, 2)",2,4
58459782.0,0.5454545454545454,0.5116279069767441,F,"(1, 2)",1,5
58475510.0,0.6075949367088608,0.5979381443298969,M,"(3, 8)",3,5
58480922.0,0.0,0.368421052631579,M,"(1, 2)",2,5
58495505.0,0.48275862068965514,0.45000000000000007,F,"(1, 2)",1,4
58496620.0,0.0,0.0,M,"(1, 2)",2,5
58508502.0,0.39215686274509803,0.39999999999999997,F,"(3, 8)",3,4
58513193.0,0.35000000000000003,0.33802816901408456,F,"(1, 2)",1,5
58516324.0,0.43478260869565216,0.5981308411214953,F,"(1, 2)",1,4
58523802.0,0.6363636363636364,0.5217391304347826,F,"(1, 2)",1,5
58524204.0,0.35897435897435903,0.375,F,"(1, 2)",1,4
59670237.0,0.25,0.6666666666666666,F,"(1, 2)",2,4
59682382.0,0.5454545454545454,0.6846846846846847,F,"(3, 8)",2,4
59687794.0,0.6285714285714286,0.6213592233009709,F,"(1, 2)",1,4
59699781.0,0.43902439024390244,0.5432098765432098,F,"(3, 8)",1,5
59702734.0,0.23076923076923075,0.3555555555555555,F,"(1, 2)",2,5
59712747.0,0.5217391304347826,0.46511627906976744,F,"(3, 8)",1,4
59728494.0,0.39130434782608703,0.5631067961165048,M,"(3, 8)",1,4
59729184.0,0.41025641025641024,0.4666666666666666,F,"(1, 2)",2,4
59739148.0,0.5483870967741936,0.6888888888888889,F,"(3, 8)",2,4
59760632.0,0.32,0.3728813559322034,F,"(3, 8)",1,4
59768083.0,0.5250000000000001,0.7777777777777778,F,"(3, 8)",2,4
59778528.0,0.5714285714285714,0.5054945054945055,M,"(1, 2)",3,4
59779125.0,0.6101694915254238,0.4819277108433735,M,"(1, 2)",1,4
59779535.0,0.0,0.0,F,"(3, 8)",3,5
59782362.0,0.5977011494252874,0.7563025210084034,F,"(3, 8)",3,4
59806333.0,0.5882352941176471,0.6419753086419753,F,"(1, 2)",2,4
59817860.0,0.5365853658536585,0.523076923076923,F,"(1, 2)",1,5
59839642.0,0.4444444444444444,0.45454545454545453,F,"(1, 2)",1,5
59844166.0,0.3076923076923077,0.5263157894736842,M,"(3, 8)",2,5
59847659.0,0.2641509433962264,0.20779220779220778,M,"(3, 8)",2,4
59852517.0,0.5194805194805195,0.6666666666666666,M,"(3, 8)",1,4
59884707.0,0.15384615384615383,0.17391304347826086,M,"(1, 2)",1,4
59891701.0,0.6829268292682927,0.7321428571428571,F,"(1, 2)",1,5
59897913.0,0.0,0.0,F,"(3, 8)",3,4
59920428.0,0.6666666666666667,0.52,F,"(3, 8)",1,5
59924568.0,0.42857142857142855,0.5,M,"(3, 8)",2,4
59925221.0,0.4912280701754386,0.7142857142857142,F,"(1, 2)",1,5
59955036.0,0.711111111111111,0.7272727272727273,F,"(1, 2)",2,5
59956735.0,0.1904761904761905,0.38095238095238093,F,"(1, 2)",1,5
59965372.0,0.4912280701754386,0.4810126582278481,F,"(1, 2)",2,4
59965529.0,0.6153846153846155,0.4,F,"(1, 2)",1,5
59967820.0,0.6818181818181819,0.6363636363636365,F,"(3, 8)",1,5
59976140.0,0.7012987012987014,0.7216494845360825,F,"(3, 8)",3,5
59981970.0,0.2962962962962963,0.36065573770491804,F,"(1, 2)",2,4
59986777.0,0.1111111111111111,0.1492537313432836,M,"(3, 8)",3,4
59989188.0,0.5,0.7246376811594204,M,"(1, 2)",1,5
59998127.0,0.5555555555555556,0.47619047619047616,F,"(3, 8)",2,5
60007334.0,0.0,0.0,F,"(1, 2)",3,4
60012661.0,0.4444444444444444,0.7073170731707317,M,"(3, 8)",3,5
60017117.0,0.2285714285714286,0.46666666666666673,M,"(1, 2)",1,4
60573496.0,0.4571428571428572,0.4731182795698925,M,"(1, 2)",2,4
60922670.0,0.4444444444444444,0.2545454545454546,M,"(1, 2)",2,5
61416621.0,0.31250000000000006,0.32,M,"(1, 2)",1,4
62735475.0,0.4444444444444444,0.35714285714285715,M,"(1, 2)",1,5
62768564.0,0.6440677966101694,0.5544554455445544,F,"(3, 8)",2,4
62813306.0,0.6511627906976744,0.6999999999999998,M,"(3, 8)",2,4
62874679.0,0.3448275862068966,0.4050632911392405,F,"(3, 8)",1,5
63151674.0,0.43478260869565216,0.4444444444444444,F,"(1, 2)",2,5
63397481.0,0.4666666666666667,0.4719101123595506,M,"(3, 8)",1,4
65720584.0,0.34782608695652173,0.5609756097560976,M,"(1, 2)",1,5
66104531.0,0.41666666666666663,0.46428571428571436,F,"(3, 8)",1,4
66630660.0,0.3703703703703703,0.3773584905660377,F,"(3, 8)",3,4
66695274.0,0.37837837837837834,0.417910447761194,M,"(3, 8)",1,4
66761145.0,0.0,0.0,F,"(3, 8)",1,5
66775915.0,0.3846153846153846,0.41666666666666663,M,"(3, 8)",1,5
66871006.0,0.3157894736842105,0.3448275862068966,F,"(3, 8)",1,4
66881061.0,0.5714285714285714,0.679245283018868,M,"(1, 2)",2,4
66889077.0,0.0,0.0,M,"(1, 2)",1,4
66898004.0,0.5517241379310345,0.5084745762711865,F,"(3, 8)",2,4
66964628.0,0.2926829268292683,0.2857142857142857,F,"(3, 8)",1,5
66979231.0,0.25,0.6122448979591837,F,"(1, 2)",2,4
67059108.0,0.391304347826087,0.5714285714285714,F,"(3, 8)",3,5
67108875.0,0.18749999999999997,0.2962962962962963,M,"(3, 8)",1,5
67146581.0,0.18181818181818182,0.05555555555555555,M,"(1, 2)",1,5
67321986.0,0.41025641025641024,0.38095238095238093,F,"(1, 2)",2,4
69159403.0,0.4878048780487805,0.4444444444444444,F,"(3, 8)",1,5
69219956.0,0.28571428571428575,0.1785714285714286,F,"(3, 8)",2,5
69474696.0,0.35294117647058826,0.7526881720430108,F,"(1, 2)",2,4
69726411.0,0.0,0.0,F,"(1, 2)",2,5
70799511.0,0.4615384615384615,0.5116279069767442,F,"(1, 2)",1,5
71229353.0,0.5581395348837209,0.45454545454545453,M,"(1, 2)",3,5
71475037.0,0.41666666666666663,0.3611111111111111,F,"(3, 8)",1,4
71493852.0,0.0,0.0,M,"(1, 2)",2,4
71501592.0,0.0,0.0,M,"(1, 2)",1,5
71506017.0,0.0,0.0,F,"(1, 2)",1,5
71524187.0,0.0,0.2153846153846154,F,"(3, 8)",1,4
71543400.0,0.5,0.3428571428571429,F,"(3, 8)",3,4
71561002.0,0.0,0.0,M,"(3, 8)",2,5
72941082.0,0.5490196078431373,0.5428571428571428,F,"(3, 8)",2,4
72974206.0,0.42105263157894735,0.19607843137254902,M,"(3, 8)",2,4
75691228.0,0.6172839506172839,0.6608695652173913,F,"(3, 8)",3,4
75936022.0,0.06060606060606061,0.6060606060606061,F,"(1, 2)",1,5
75985833.0,0.47826086956521735,0.6666666666666666,F,"(3, 8)",1,5
76016359.0,0.29411764705882354,0.3380281690140845,F,"(3, 8)",3,4
76415707.0,0.0,0.4137931034482759,M,"(1, 2)",3,5
77579570.0,0.43478260869565216,0.34285714285714286,F,"(3, 8)",1,4
77675855.0,0.3157894736842105,0.36585365853658536,M,"(3, 8)",1,4
77826003.0,0.631578947368421,0.48648648648648646,M,"(1, 2)",2,5
77836267.0,0.14285714285714285,0.06451612903225806,M,"(3, 8)",1,5
78120804.0,0.5846153846153846,0.6304347826086957,F,"(3, 8)",3,5
78142110.0,0.2777777777777778,0.25,F,"(3, 8)",2,4
78590280.0,0.47887323943661975,0.4731182795698925,M,"(3, 8)",2,4
79540099.0,0.23076923076923075,0.18181818181818182,F,"(1, 2)",1,5
79547988.0,0.6333333333333332,0.5208333333333333,F,"(3, 8)",1,5
79553779.0,0.41666666666666663,0.4,F,"(1, 2)",2,4
79565264.0,0.6666666666666666,0.6956521739130435,M,"(1, 2)",3,4
79579977.0,0.5,0.48717948717948717,F,"(1, 2)",2,4
79600241.0,0.6071428571428571,0.5121951219512195,F,"(1, 2)",1,4
79616479.0,0.48888888888888893,0.3947368421052632,M,"(1, 2)",1,4
79624842.0,0.16666666666666666,0.30000000000000004,F,"(3, 8)",1,4
79628652.0,0.4166666666666667,0.43137254901960786,M,"(1, 2)",1,4
79638979.0,0.34782608695652173,0.43902439024390244,M,"(3, 8)",1,5
79640490.0,0.53125,0.5544554455445544,F,"(1, 2)",3,5
79644159.0,0.0,0.13333333333333333,F,"(3, 8)",3,4
79644549.0,0.0,0.13333333333333333,M,"(1, 2)",1,5
79645625.0,0.0,0.0,F,"(1, 2)",3,4
79651680.0,0.09523809523809525,0.3902439024390244,M,"(3, 8)",2,5
80165689.0,0.3333333333333333,0.12,F,"(1, 2)",1,5
80171891.0,0.6486486486486486,0.6666666666666667,F,"(3, 8)",2,4
80175572.0,0.611111111111111,0.4477611940298507,F,"(1, 2)",1,5
80186376.0,0.2758620689655172,0.5000000000000001,F,"(1, 2)",1,4
80194920.0,0.0,0.0909090909090909,M,"(3, 8)",1,5
80202170.0,0.22222222222222224,0.391304347826087,M,"(1, 2)",1,5
80202552.0,0.5588235294117648,0.6666666666666665,F,"(3, 8)",1,4
80220912.0,0.0,0.0,M,"(3, 8)",3,5
80232412.0,0.0,0.2666666666666667,M,"(1, 2)",1,5
80239063.0,0.7118644067796611,0.5806451612903226,F,"(1, 2)",1,5
80239180.0,0.5357142857142857,0.5476190476190476,F,"(1, 2)",2,4
80249066.0,0.21052631578947367,0.3243243243243243,M,"(1, 2)",3,5
80323953.0,0.3333333333333333,0.22222222222222224,F,"(3, 8)",3,4
80328203.0,0.30303030303030304,0.5970149253731344,F,"(3, 8)",2,5
80328404.0,0.15384615384615385,0.09302325581395349,F,"(1, 2)",1,5
80339337.0,0.13333333333333333,0.25806451612903225,M,"(1, 2)",2,5
80354647.0,0.5428571428571428,0.6019417475728155,F,"(3, 8)",1,4
80356295.0,0.0,0.4137931034482758,M,"(1, 2)",2,4
80357713.0,0.3243243243243243,0.4166666666666667,M,"(1, 2)",3,5
80360482.0,0.2702702702702703,0.5405405405405405,F,"(3, 8)",1,4
80362603.0,0.5483870967741935,0.6301369863013699,F,"(3, 8)",2,4
80378375.0,0.5,0.5,F,"(3, 8)",2,5
80387642.0,0.2222222222222222,0.2857142857142857,F,"(1, 2)",1,5
80463017.0,0.43478260869565216,0.33333333333333326,M,"(1, 2)",1,5
80704590.0,0.4102564102564102,0.4788732394366197,F,"(1, 2)",1,5
81548965.0,0.3333333333333333,0.523076923076923,F,"(1, 2)",2,4
81590621.0,0.358974358974359,0.41025641025641024,F,"(1, 2)",1,5
81622416.0,0.23529411764705882,0.33766233766233766,F,"(3, 8)",2,4
81656321.0,0.23529411764705882,0.23529411764705882,M,"(3, 8)",2,5
81667387.0,0.0,0.25,F,"(1, 2)",3,4
82605528.0,0.564102564102564,0.689075630252101,M,"(3, 8)",2,4
82786308.0,0.16,0.4067796610169491,F,"(1, 2)",1,5
82993917.0,0.37931034482758624,0.6226415094339622,F,"(3, 8)",2,4
82995451.0,0.0,0.3333333333333333,F,"(1, 2)",2,5
83019383.0,0.5901639344262296,0.7032967032967032,F,"(1, 2)",3,5
83130588.0,0.46153846153846156,0.4666666666666667,M,"(1, 2)",3,5
83282531.0,0.0,0.0,M,"(1, 2)",2,5
83300633.0,0.5714285714285714,0.6341463414634148,M,"(1, 2)",1,5
83338190.0,0.6233766233766234,0.6095238095238095,F,"(3, 8)",1,4
83346120.0,0.28571428571428575,0.125,M,"(1, 2)",3,5
83349149.0,0.0,0.1276595744680851,F,"(3, 8)",3,5
83358751.0,0.6363636363636364,0.45945945945945943,F,"(3, 8)",2,5
83364178.0,0.4,0.28571428571428575,M,"(1, 2)",3,5
83364844.0,0.52,0.5135135135135135,F,"(1, 2)",1,5
83364884.0,0.4090909090909091,0.4375,F,"(3, 8)",2,4
83365219.0,0.32,0.2777777777777778,M,"(3, 8)",2,5
83372832.0,0.0,0.0,M,"(1, 2)",2,5
83378863.0,0.6666666666666666,0.5747126436781609,F,"(1, 2)",1,5
83380901.0,0.0,0.23076923076923075,M,"(1, 2)",3,5
83382861.0,0.5405405405405405,0.5901639344262295,M,"(3, 8)",1,4
83384197.0,0.09523809523809525,0.2456140350877193,F,"(1, 2)",1,5
83393777.0,0.0,0.0,F,"(3, 8)",1,5
83395000.0,0.5454545454545454,0.5806451612903225,F,"(3, 8)",1,4
83400043.0,0.5964912280701754,0.5714285714285714,M,"(1, 2)",1,5
83400941.0,0.28571428571428575,0.3478260869565218,F,"(1, 2)",1,5
83401156.0,0.5625000000000001,0.5714285714285714,F,"(3, 8)",2,4
83401618.0,0.45614035087719296,0.6138613861386139,F,"(1, 2)",3,5
83401731.0,0.41666666666666663,0.3999999999999999,F,"(1, 2)",1,5
83408558.0,0.13333333333333333,0.15384615384615388,M,"(3, 8)",3,5
83413734.0,0.0,0.0,M,"(3, 8)",3,5
83414622.0,0.3870967741935484,0.39999999999999997,F,"(1, 2)",1,4
83425959.0,0.5263157894736842,0.46666666666666673,F,"(1, 2)",1,5
83428501.0,0.5806451612903225,0.5333333333333333,M,"(1, 2)",2,5
83434713.0,0.34285714285714286,0.21052631578947367,M,"(1, 2)",3,5
83436203.0,0.0,0.1,M,"(3, 8)",2,5
83446050.0,0.0,0.0,M,"(1, 2)",1,5
83461166.0,0.5161290322580646,0.5319148936170213,M,"(3, 8)",1,4
83461665.0,0.0,0.0,F,"(3, 8)",2,4
83462435.0,0.5090909090909091,0.6046511627906976,M,"(1, 2)",3,5
83465494.0,0.0,0.0,M,"(3, 8)",3,5
83490935.0,0.11111111111111112,0.19047619047619047,M,"(3, 8)",1,5
83513598.0,0.0,0.30434782608695654,F,"(1, 2)",2,5
83518781.0,0.6666666666666666,0.3,F,"(3, 8)",1,4
83521436.0,0.18750000000000003,0.5762711864406779,M,"(1, 2)",2,5
83522448.0,0.45901639344262296,0.5393258426966292,F,"(3, 8)",1,5
83526677.0,0.37500000000000006,0.3764705882352941,M,"(3, 8)",1,4
83530334.0,0.0,0.20689655172413796,M,"(3, 8)",3,5
83535649.0,0.15384615384615385,0.5647058823529412,F,"(3, 8)",3,5
83559746.0,0.42424242424242425,0.44117647058823534,M,"(1, 2)",2,5
83563372.0,0.19999999999999998,0.7407407407407408,F,"(1, 2)",2,4
83576584.0,0.39999999999999997,0.4333333333333334,M,"(3, 8)",2,5
83578799.0,0.3870967741935483,0.2769230769230769,M,"(1, 2)",1,5
83594599.0,0.4390243902439024,0.4054054054054055,M,"(1, 2)",1,5
83594729.0,0.4,0.6060606060606061,F,"(1, 2)",2,4
83597079.0,0.3333333333333333,0.2857142857142857,F,"(1, 2)",1,5
83630572.0,0.41860465116279066,0.5,M,"(3, 8)",1,4
83655957.0,0.4615384615384615,0.2666666666666667,F,"(3, 8)",3,5
83664384.0,0.4444444444444444,0.56,M,"(1, 2)",2,4
83665040.0,0.3829787234042554,0.4923076923076923,M,"(1, 2)",2,4
83679888.0,0.0,0.0,M,"(3, 8)",1,5
83685018.0,0.15789473684210525,0.36585365853658536,F,"(1, 2)",2,5
83690941.0,0.45,0.5428571428571428,F,"(1, 2)",1,4
83700631.0,0.0,0.0,M,"(3, 8)",2,4
83704924.0,0.39215686274509803,0.39999999999999997,F,"(3, 8)",1,5
83706532.0,0.23529411764705882,0.10714285714285714,F,"(3, 8)",1,4
83709440.0,0.6075949367088608,0.5555555555555556,F,"(1, 2)",2,5
83719657.0,0.5853658536585367,0.4516129032258065,M,"(1, 2)",3,5
83724551.0,0.7766990291262137,0.8,M,"(3, 8)",3,4
83727639.0,0.5384615384615384,0.4390243902439024,M,"(3, 8)",3,5
83731716.0,0.3934426229508196,0.649122807017544,M,"(1, 2)",2,5
83738363.0,0.0,0.5714285714285715,F,"(1, 2)",2,5
83738446.0,0.11764705882352941,0.4210526315789474,F,"(3, 8)",1,5
83753913.0,0.6304347826086958,0.6557377049180328,M,"(1, 2)",2,4
83765317.0,0.0,0.0,F,"(3, 8)",2,4
83771436.0,0.34782608695652173,0.4651162790697674,F,"(1, 2)",1,4
83771885.0,0.45901639344262296,0.5161290322580645,F,"(3, 8)",1,4
83775304.0,0.0,0.45783132530120474,F,"(1, 2)",1,5
83792313.0,0.06666666666666668,0.08955223880597014,M,"(3, 8)",3,4
83794224.0,0.43902439024390244,0.5750000000000001,F,"(1, 2)",1,4
84465474.0,0.1875,0.4166666666666667,F,"(3, 8)",3,4
84500782.0,0.14285714285714288,0.2608695652173913,M,"(3, 8)",2,4
84682115.0,0.3448275862068965,0.36065573770491804,F,"(1, 2)",1,5
84760514.0,0.4150943396226415,0.5633802816901409,F,"(3, 8)",3,4
84818244.0,0.0,0.0,F,"(3, 8)",3,5
85304894.0,0.5499999999999999,0.5205479452054794,F,"(1, 2)",1,5
86203769.0,0.3404255319148936,0.5974025974025974,F,"(1, 2)",1,4
86652832.0,0.6,0.5555555555555556,F,"(1, 2)",2,4
87369444.0,0.5599999999999999,0.4578313253012049,F,"(3, 8)",3,4
87378212.0,0.0,0.12903225806451613,M,"(1, 2)",1,5
87379555.0,0.3076923076923077,0.5476190476190476,M,"(1, 2)",2,5
87379801.0,0.0,0.044444444444444446,M,"(1, 2)",1,5
87384647.0,0.2962962962962963,0.25,M,"(1, 2)",3,5
87386240.0,0.6923076923076923,0.3928571428571428,M,"(1, 2)",2,5
87408632.0,0.0,0.0,M,"(3, 8)",3,5
87415946.0,0.0,0.125,M,"(3, 8)",2,5
87419772.0,0.4444444444444445,0.5,M,"(3, 8)",3,5
87422715.0,0.3404255319148936,0.5542168674698795,F,"(1, 2)",1,5
87456189.0,0.6206896551724138,0.54320987654321,F,"(1, 2)",1,5
87462021.0,0.46153846153846156,0.36363636363636365,M,"(1, 2)",1,5
87467539.0,0.37499999999999994,0.33333333333333337,F,"(3, 8)",3,4
87471347.0,0.0,0.0,F,"(3, 8)",3,4
87471817.0,0.6511627906976744,0.6885245901639344,F,"(1, 2)",2,4
87479340.0,0.5789473684210528,0.6862745098039216,F,"(1, 2)",2,5
87492114.0,0.22222222222222224,0.4067796610169491,F,"(1, 2)",3,5
87494218.0,0.0,0.11764705882352941,F,"(3, 8)",2,4
87494793.0,0.14285714285714285,0.2553191489361702,F,"(1, 2)",1,5
87494794.0,0.6206896551724137,0.36666666666666664,F,"(1, 2)",1,5
87495170.0,0.5666666666666665,0.5517241379310345,M,"(1, 2)",2,5
87499587.0,0.606060606060606,0.6170212765957447,F,"(3, 8)",1,4
87516024.0,0.33333333333333337,0.39344262295081966,M,"(3, 8)",1,5
87531333.0,0.2,0.125,F,"(3, 8)",3,4
87555786.0,0.25000000000000006,0.3448275862068966,F,"(1, 2)",1,5
87560910.0,0.3561643835616438,0.7543859649122806,F,"(1, 2)",1,4
87569905.0,0.11764705882352941,0.36666666666666675,F,"(3, 8)",1,5
87589339.0,0.0,0.0,M,"(3, 8)",3,5
87606784.0,0.0,0.0,M,"(3, 8)",3,4
87610270.0,0.32,0.326530612244898,M,"(3, 8)",2,5
87611427.0,0.45161290322580644,0.4943820224719102,M,"(1, 2)",1,5
87614604.0,0.4347826086956522,0.46913580246913583,M,"(1, 2)",1,5
87614759.0,0.0,0.25531914893617025,M,"(1, 2)",1,5
87618018.0,0.0,0.0,M,"(1, 2)",1,5
87629398.0,0.26666666666666666,0.3050847457627119,F,"(3, 8)",3,5
87630657.0,0.26666666666666666,0.56,M,"(3, 8)",1,5
87643671.0,0.0,0.18604651162790695,F,"(3, 8)",1,4
87647076.0,0.13333333333333333,0.3684210526315789,F,"(1, 2)",1,4
87649758.0,0.25,0.5581395348837209,M,"(3, 8)",1,5
87651017.0,0.0,0.046511627906976744,F,"(3, 8)",3,5
87677276.0,0.39999999999999997,0.4067796610169491,M,"(1, 2)",3,5
87679585.0,0.0,0.0,M,"(3, 8)",2,5
87715510.0,0.5846153846153846,0.5934065934065934,F,"(1, 2)",3,4
87715856.0,0.05555555555555555,0.10256410256410256,M,"(3, 8)",3,5
88093667.0,0.4193548387096775,0.44186046511627913,F,"(3, 8)",1,5
89428149.0,0.2608695652173913,0.11267605633802817,F,"(1, 2)",1,4
89937892.0,0.2857142857142857,0.5777777777777777,F,"(1, 2)",1,5
91325472.0,0.372093023255814,0.3157894736842105,F,"(3, 8)",1,5
91371247.0,0.6461538461538462,0.5979381443298968,M,"(3, 8)",3,4
92115857.0,0.21052631578947364,0.4117647058823529,F,"(1, 2)",1,4
92194517.0,0.4736842105263158,0.4109589041095891,F,"(1, 2)",1,5
92226870.0,0.22222222222222224,0.0,F,"(1, 2)",1,4
92286365.0,0.5588235294117648,0.5272727272727273,F,"(3, 8)",2,4
92297638.0,0.5542168674698795,0.5932203389830508,F,"(3, 8)",1,4
92959381.0,0.0,0.08333333333333333,F,"(3, 8)",1,5
93879272.0,0.19047619047619044,0.16326530612244897,F,"(3, 8)",3,4
94050482.0,0.2857142857142857,0.44736842105263147,F,"(1, 2)",1,5
94173326.0,0.1111111111111111,0.14285714285714285,M,"(3, 8)",3,5
94197152.0,0.3255813953488372,0.46808510638297873,M,"(1, 2)",2,4
94365211.0,0.5,0.39999999999999997,F,"(3, 8)",2,4
94452889.0,0.2941176470588235,0.26666666666666666,F,"(3, 8)",3,5
99619210.0,0.13333333333333333,0.4307692307692308,F,"(1, 2)",2,4
99790629.0,0.21428571428571427,0.35897435897435903,F,"(1, 2)",2,4
99922113.0,0.47619047619047616,0.5434782608695653,F,"(1, 2)",3,4
100184276.0,0.4150943396226416,0.3870967741935484,M,"(1, 2)",1,4
100225690.0,0.588235294117647,0.5066666666666666,F,"(1, 2)",3,4
100226549.0,0.6915887850467289,0.7633587786259541,F,"(1, 2)",3,4
100545759.0,0.3846153846153846,0.30985915492957744,F,"(1, 2)",2,4
102457504.0,0.0,0.0,F,"(3, 8)",3,5
102693642.0,0.0,0.0,M,"(1, 2)",3,5
