CUSTOMER_ACCOUNT_NR_MASK,Baseline,RandomForest,GENDER,FAMILY_MEMBERS,SEG_LIFESTYLE_CD,SEG_LIFESTAGE_CD
13031606.0,0.33898305084745767,0.5365853658536585,M,"(1, 2)",1,4
13046181.0,0.5333333333333333,0.5789473684210527,F,"(3, 8)",1,5
13048293.0,0.5,0.45569620253164556,F,"(3, 8)",1,5
13070182.0,0.32653061224489793,0.5,F,"(3, 8)",2,4
13248069.0,0.0,0.1904761904761905,F,"(3, 8)",3,5
13283749.0,0.29629629629629634,0.40963855421686746,M,"(3, 8)",1,5
13337486.0,0.0,0.0,F,"(3, 8)",2,4
13363691.0,0.5625,0.5306122448979592,F,"(1, 2)",2,5
13376772.0,0.430379746835443,0.8062015503875969,F,"(1, 2)",2,4
18885480.0,0.4,0.5853658536585367,F,"(1, 2)",2,4
18893240.0,0.4864864864864865,0.5,F,"(3, 8)",3,5
18910735.0,0.29629629629629634,0.32,F,"(3, 8)",2,5
18915996.0,0.5555555555555556,0.4337349397590362,M,"(3, 8)",2,4
18917984.0,0.5,0.30769230769230765,F,"(1, 2)",2,4
18926713.0,0.25,0.21052631578947364,F,"(3, 8)",3,4
18933798.0,0.47058823529411764,0.6136363636363636,F,"(3, 8)",2,5
18939620.0,0.5,0.5858585858585859,F,"(3, 8)",1,4
18949341.0,0.42857142857142855,0.35294117647058826,F,"(3, 8)",1,5
18970164.0,0.5217391304347826,0.4367816091954023,M,"(3, 8)",2,4
18974058.0,0.4761904761904762,0.46153846153846156,F,"(3, 8)",2,4
18979272.0,0.52,0.5227272727272727,M,"(3, 8)",1,5
19000317.0,0.26666666666666666,0.1875,F,"(3, 8)",2,4
19006325.0,0.43243243243243246,0.5245901639344261,F,"(3, 8)",1,4
19031006.0,0.3157894736842105,0.44776119402985076,F,"(1, 2)",1,5
19063947.0,0.5185185185185186,0.37499999999999994,F,"(3, 8)",2,5
19065018.0,0.39999999999999997,0.3855421686746988,F,"(1, 2)",1,5
19081325.0,0.0,0.5538461538461539,F,"(3, 8)",1,4
19111769.0,0.2222222222222222,0.27586206896551724,F,"(3, 8)",1,5
19113568.0,0.0,0.0,F,"(1, 2)",2,4
19143595.0,0.6000000000000001,0.6990291262135923,F,"(1, 2)",1,4
19185625.0,0.8,0.6376811594202899,F,"(1, 2)",3,4
19190685.0,0.0,0.0,F,"(1, 2)",1,4
19204079.0,0.0,0.0,F,"(3, 8)",2,5
19210009.0,0.3478260869565218,0.2380952380952381,F,"(3, 8)",3,4
19211739.0,0.7551020408163266,0.7304347826086957,F,"(3, 8)",2,5
19228548.0,0.4666666666666667,0.25,M,"(3, 8)",3,4
19230069.0,0.1935483870967742,0.2352941176470588,F,"(1, 2)",1,5
19243178.0,0.0,0.0,F,"(3, 8)",3,4
19262813.0,0.16666666666666669,0.28571428571428575,F,"(1, 2)",1,5
19274514.0,0.05405405405405405,0.3384615384615385,F,"(3, 8)",1,4
19286793.0,0.1739130434782609,0.39999999999999997,F,"(3, 8)",1,4
19317441.0,0.6329113924050633,0.6306306306306306,F,"(3, 8)",3,4
19337241.0,0.6486486486486487,0.625,F,"(3, 8)",2,4
19341334.0,0.0,0.0,F,"(1, 2)",3,5
19342043.0,0.35555555555555557,0.3023255813953488,F,"(3, 8)",3,4
19342312.0,0.6823529411764706,0.6929133858267718,F,"(1, 2)",2,4
19361406.0,0.35000000000000003,0.36363636363636365,M,"(3, 8)",2,4
19383196.0,0.375,0.33333333333333337,F,"(1, 2)",3,5
19394771.0,0.2962962962962963,0.52,F,"(1, 2)",3,4
19398541.0,0.0,0.0,F,"(1, 2)",2,5
19437256.0,0.4571428571428571,0.2608695652173913,F,"(3, 8)",2,5
19441686.0,0.0,0.05405405405405406,M,"(3, 8)",3,4
19454531.0,0.0,0.0,M,"(3, 8)",3,5
19480086.0,0.47619047619047616,0.6095238095238095,F,"(3, 8)",2,4
19489701.0,0.5762711864406779,0.6352941176470588,F,"(3, 8)",3,5
19514535.0,0.5714285714285714,0.6734693877551021,F,"(1, 2)",3,4
19523710.0,0.588235294117647,0.594059405940594,F,"(3, 8)",1,4
19529623.0,0.4,0.5915492957746479,F,"(3, 8)",1,4
19546916.0,0.2173913043478261,0.6444444444444445,F,"(3, 8)",3,4
19572027.0,0.36666666666666664,0.37037037037037035,F,"(3, 8)",1,4
19575323.0,0.3013698630136986,0.6718749999999999,F,"(1, 2)",1,5
19575511.0,0.29411764705882354,0.3111111111111111,M,"(1, 2)",2,4
19582754.0,0.2285714285714286,0.39436619718309857,F,"(3, 8)",1,5
19586197.0,0.5882352941176471,0.5116279069767442,F,"(3, 8)",1,5
19589390.0,0.3,0.39999999999999997,F,"(3, 8)",3,4
19593919.0,0.4782608695652174,0.4197530864197531,F,"(3, 8)",1,5
19595267.0,0.2,0.4583333333333333,F,"(3, 8)",2,5
19620636.0,0.507936507936508,0.6373626373626373,F,"(3, 8)",1,5
19633437.0,0.4642857142857143,0.6595744680851064,F,"(3, 8)",1,4
19635030.0,0.4000000000000001,0.4444444444444444,F,"(3, 8)",1,5
25527026.0,0.6493506493506495,0.6728971962616822,F,"(3, 8)",2,4
25616425.0,0.6666666666666666,0.5940594059405941,F,"(1, 2)",2,4
25624350.0,0.2553191489361702,0.5176470588235293,F,"(3, 8)",1,4
25797019.0,0.5714285714285715,0.660377358490566,F,"(3, 8)",1,5
25819293.0,0.12500000000000003,0.3111111111111111,M,"(1, 2)",2,4
25879492.0,0.38461538461538464,0.45098039215686275,M,"(1, 2)",1,4
25900167.0,0.0,0.03278688524590164,F,"(1, 2)",3,4
26252886.0,0.2222222222222222,0.34146341463414637,F,"(1, 2)",1,5
26253630.0,0.44444444444444436,0.46875,F,"(3, 8)",3,5
26258025.0,0.13333333333333333,0.15384615384615383,F,"(3, 8)",2,5
26269376.0,0.56,0.6956521739130435,F,"(3, 8)",1,5
26269953.0,0.2272727272727273,0.42666666666666664,F,"(1, 2)",2,4
26296755.0,0.2857142857142857,0.21818181818181817,F,"(1, 2)",1,5
26305411.0,0.16666666666666666,0.25,F,"(1, 2)",2,4
26306475.0,0.3902439024390244,0.326530612244898,F,"(3, 8)",3,5
26322109.0,0.6428571428571428,0.4745762711864407,F,"(3, 8)",1,4
26344568.0,0.29629629629629634,0.30434782608695654,F,"(3, 8)",2,5
26346002.0,0.4999999999999999,0.4395604395604396,M,"(3, 8)",2,4
26364901.0,0.38461538461538464,0.37037037037037035,M,"(1, 2)",1,5
26378476.0,0.4814814814814815,0.5208333333333334,F,"(1, 2)",1,4
26387868.0,0.23255813953488372,0.5977011494252874,F,"(1, 2)",1,4
26390959.0,0.5789473684210527,0.6782608695652174,M,"(1, 2)",1,4
26400080.0,0.4444444444444445,0.4347826086956522,F,"(1, 2)",1,4
26400246.0,0.0,0.1,F,"(1, 2)",2,4
26402016.0,0.775,0.6732673267326732,F,"(1, 2)",3,4
26460149.0,0.28571428571428575,0.33898305084745756,F,"(1, 2)",1,5
26475795.0,0.21428571428571427,0.3888888888888889,M,"(3, 8)",1,5
26489265.0,0.3829787234042553,0.29729729729729726,F,"(3, 8)",2,4
26491740.0,0.4444444444444444,0.5405405405405406,F,"(3, 8)",1,4
26495222.0,0.4912280701754386,0.47311827956989244,F,"(3, 8)",1,4
26502467.0,0.6301369863013698,0.7326732673267325,F,"(3, 8)",1,4
26502565.0,0.43999999999999995,0.6024096385542169,F,"(3, 8)",1,5
26513012.0,0.16666666666666669,0.18750000000000003,F,"(1, 2)",1,5
26513514.0,0.13793103448275862,0.5866666666666667,F,"(1, 2)",2,4
26513722.0,0.1951219512195122,0.6352941176470589,M,"(3, 8)",1,4
26518495.0,0.31578947368421056,0.4675324675324676,F,"(3, 8)",2,4
26518659.0,0.3414634146341463,0.6176470588235294,F,"(3, 8)",2,4
26521517.0,0.43478260869565216,0.2702702702702703,F,"(3, 8)",1,5
26522464.0,0.5245901639344263,0.48192771084337344,M,"(1, 2)",2,4
26535189.0,0.735632183908046,0.6956521739130435,F,"(3, 8)",2,4
26544416.0,0.0,0.0,M,"(3, 8)",1,5
26569507.0,0.19047619047619047,0.3255813953488372,M,"(1, 2)",1,5
26578057.0,0.1904761904761905,0.25806451612903225,F,"(1, 2)",3,4
26585161.0,0.0,0.21428571428571427,F,"(1, 2)",1,4
26589462.0,0.6274509803921569,0.676470588235294,M,"(1, 2)",1,5
26589534.0,0.41666666666666663,0.4871794871794872,F,"(1, 2)",1,5
26600478.0,0.5714285714285713,0.5217391304347826,F,"(1, 2)",1,5
26601946.0,0.5783132530120483,0.6486486486486487,F,"(3, 8)",1,5
26618701.0,0.32,0.4117647058823529,F,"(3, 8)",2,5
29276526.0,0.6499999999999999,0.6428571428571428,F,"(3, 8)",1,4
29284158.0,0.4571428571428571,0.631578947368421,F,"(3, 8)",2,5
29304039.0,0.509090909090909,0.4499999999999999,M,"(3, 8)",2,5
29313565.0,0.4067796610169491,0.4693877551020408,F,"(1, 2)",3,4
29321769.0,0.17142857142857143,0.6097560975609756,F,"(1, 2)",2,4
29337923.0,0.0,0.08695652173913045,M,"(3, 8)",3,5
29347236.0,0.32727272727272727,0.5319148936170213,F,"(3, 8)",2,4
29365545.0,0.4583333333333333,0.36585365853658536,F,"(1, 2)",1,4
29380088.0,0.5777777777777778,0.5176470588235293,F,"(3, 8)",2,4
29406267.0,0.24000000000000002,0.2909090909090909,F,"(3, 8)",1,5
29416697.0,0.6071428571428571,0.5263157894736842,F,"(3, 8)",2,4
29430523.0,0.0,0.0,M,"(1, 2)",2,4
29453248.0,0.1935483870967742,0.31034482758620696,F,"(3, 8)",3,4
29468396.0,0.26666666666666666,0.3384615384615384,F,"(1, 2)",1,5
29468484.0,0.125,0.1276595744680851,F,"(3, 8)",2,5
29480655.0,0.4912280701754386,0.5057471264367815,F,"(1, 2)",1,4
34567526.0,0.3076923076923077,0.45714285714285713,F,"(1, 2)",1,5
34571275.0,0.30769230769230765,0.41558441558441556,F,"(3, 8)",3,5
34586076.0,0.5517241379310345,0.5714285714285715,M,"(1, 2)",2,5
34586106.0,0.24999999999999997,0.1142857142857143,F,"(1, 2)",1,4
34610793.0,0.5882352941176471,0.5306122448979592,F,"(1, 2)",3,5
34614938.0,0.22222222222222224,0.22222222222222218,F,"(1, 2)",1,5
34640970.0,0.56,0.4878048780487804,M,"(1, 2)",1,5
34641300.0,0.4680851063829787,0.5277777777777777,F,"(1, 2)",1,4
34725020.0,0.3333333333333333,0.13953488372093023,F,"(3, 8)",1,4
34732848.0,0.16,0.17777777777777778,M,"(3, 8)",1,5
34761632.0,0.4615384615384615,0.5789473684210527,M,"(1, 2)",3,4
34764938.0,0.5806451612903226,0.5750000000000001,M,"(3, 8)",1,4
34765018.0,0.5352112676056339,0.638655462184874,F,"(3, 8)",2,4
34775748.0,0.12500000000000003,0.27906976744186046,F,"(1, 2)",3,5
34800212.0,0.6190476190476191,0.5454545454545454,F,"(3, 8)",2,4
34811172.0,0.0,0.10526315789473684,F,"(1, 2)",1,4
34813125.0,0.6829268292682927,0.7863247863247863,M,"(1, 2)",2,4
34829163.0,0.5818181818181818,0.7317073170731707,M,"(1, 2)",2,4
34849271.0,0.0,0.0,M,"(3, 8)",2,5
34869011.0,0.3636363636363636,0.31746031746031744,F,"(3, 8)",2,4
34880990.0,0.5974025974025974,0.5663716814159292,F,"(1, 2)",1,5
34900016.0,0.41935483870967744,0.4742268041237114,F,"(3, 8)",2,4
34921742.0,0.0,0.25641025641025644,M,"(3, 8)",1,5
34925450.0,0.18181818181818182,0.4761904761904762,M,"(1, 2)",1,5
34939564.0,0.626865671641791,0.5625,M,"(3, 8)",1,4
34946074.0,0.36363636363636365,0.35294117647058826,F,"(1, 2)",1,4
34950147.0,0.7000000000000001,0.691358024691358,F,"(3, 8)",3,5
34959503.0,0.4912280701754386,0.5542168674698795,F,"(1, 2)",1,5
34983607.0,0.5853658536585366,0.4935064935064935,F,"(3, 8)",1,5
34992565.0,0.3913043478260869,0.4675324675324676,F,"(3, 8)",2,5
35005435.0,0.41025641025641024,0.4285714285714286,M,"(1, 2)",3,5
35006354.0,0.5555555555555556,0.6336633663366337,F,"(1, 2)",1,4
35019444.0,0.0,0.0,M,"(1, 2)",1,4
35027402.0,0.5116279069767442,0.5172413793103449,F,"(1, 2)",1,5
35032328.0,0.5909090909090909,0.4657534246575343,M,"(3, 8)",1,5
35094713.0,0.5116279069767442,0.5806451612903225,F,"(3, 8)",1,5
35101316.0,0.20512820512820512,0.2222222222222222,F,"(3, 8)",3,5
35103099.0,0.15384615384615383,0.07142857142857144,F,"(1, 2)",1,5
35122644.0,0.7301587301587301,0.696629213483146,F,"(3, 8)",1,5
35132468.0,0.2222222222222222,0.523076923076923,F,"(1, 2)",1,5
35136756.0,0.5625000000000001,0.6292134831460674,F,"(1, 2)",1,4
35140443.0,0.46153846153846156,0.49275362318840576,F,"(3, 8)",1,5
35142649.0,0.6,0.829268292682927,M,"(3, 8)",2,4
35185758.0,0.27586206896551724,0.3921568627450981,F,"(3, 8)",3,5
35203400.0,0.5490196078431372,0.6582278481012658,M,"(1, 2)",1,4
35231900.0,0.15384615384615385,0.2325581395348837,M,"(1, 2)",1,5
35232883.0,0.0,0.0,F,"(3, 8)",1,5
35238063.0,0.5454545454545455,0.36065573770491804,F,"(1, 2)",1,4
35255400.0,0.19999999999999998,0.2857142857142857,F,"(1, 2)",2,4
35268006.0,0.6461538461538462,0.6470588235294118,F,"(1, 2)",1,4
35300245.0,0.38805970149253727,0.5370370370370371,F,"(1, 2)",2,4
35300600.0,0.0,0.0,F,"(1, 2)",1,4
35302000.0,0.30303030303030304,0.5348837209302326,F,"(1, 2)",2,4
35329337.0,0.15384615384615383,0.1142857142857143,M,"(3, 8)",1,4
39589733.0,0.490566037735849,0.6585365853658536,M,"(1, 2)",2,5
39592340.0,0.2,0.44444444444444436,F,"(3, 8)",3,5
39630514.0,0.6666666666666667,0.30434782608695654,F,"(1, 2)",1,5
39633120.0,0.5416666666666667,0.5316455696202532,F,"(1, 2)",3,4
39661494.0,0.425531914893617,0.5866666666666666,F,"(3, 8)",3,4
39674683.0,0.5277777777777778,0.5192307692307692,F,"(3, 8)",1,5
39680217.0,0.5818181818181818,0.5252525252525253,F,"(1, 2)",1,5
39733671.0,0.33333333333333326,0.5274725274725275,F,"(3, 8)",1,5
39736627.0,0.3684210526315789,0.34782608695652173,F,"(3, 8)",1,4
39741603.0,0.6779661016949152,0.647887323943662,M,"(3, 8)",2,4
39748303.0,0.3333333333333333,0.4109589041095891,M,"(1, 2)",1,4
39756194.0,0.4905660377358491,0.5714285714285715,M,"(3, 8)",1,4
39776678.0,0.44,0.5504587155963303,M,"(1, 2)",1,4
39808384.0,0.15384615384615383,0.07547169811320753,F,"(3, 8)",1,5
39820803.0,0.0,0.0,F,"(3, 8)",1,5
39823522.0,0.14285714285714285,0.27692307692307694,M,"(1, 2)",1,5
39824254.0,0.33333333333333337,0.489795918367347,F,"(1, 2)",1,5
39847892.0,0.558139534883721,0.3636363636363636,M,"(3, 8)",1,4
39848592.0,0.11764705882352942,0.39999999999999997,F,"(3, 8)",1,5
39850588.0,0.4347826086956521,0.4444444444444445,M,"(3, 8)",1,4
39854202.0,0.0,0.0,F,"(3, 8)",1,5
39858422.0,0.5806451612903225,0.6329113924050633,F,"(1, 2)",1,5
39860814.0,0.04545454545454545,0.6875,F,"(3, 8)",3,4
39936339.0,0.4210526315789474,0.4736842105263158,F,"(1, 2)",3,4
39973308.0,0.12500000000000003,0.27118644067796605,F,"(1, 2)",1,5
39977619.0,0.41666666666666663,0.3137254901960785,F,"(3, 8)",2,4
39981995.0,0.0,0.1818181818181818,F,"(3, 8)",3,4
39994483.0,0.5846153846153845,0.6601941747572816,F,"(3, 8)",2,4
39999611.0,0.2608695652173913,0.15789473684210528,M,"(3, 8)",2,5
40022328.0,0.5238095238095238,0.4571428571428572,F,"(3, 8)",3,5
40023054.0,0.6376811594202898,0.5360824742268041,F,"(3, 8)",2,4
40053636.0,0.33333333333333337,0.3793103448275862,M,"(1, 2)",1,5
40070326.0,0.5753424657534246,0.5849056603773585,F,"(1, 2)",3,4
40084053.0,0.2,0.5806451612903226,F,"(1, 2)",3,4
40097852.0,0.39999999999999997,0.4375,F,"(3, 8)",1,5
40108582.0,0.0,0.0,M,"(3, 8)",2,5
40169462.0,0.18181818181818182,0.1724137931034483,F,"(3, 8)",2,5
