CUSTOMER_ACCOUNT_NR_MASK,SUBCAT_CD_EXT,PROBABILITIES
65921,30207,0.3016835127990987
65921,30306,0.2998670431661624
65921,170307,0.2788617657103555
65921,80101,0.2538138207702667
79998,20305,0.8410602778314166
79998,20204,0.7288581080529984
79998,60303,0.5112157846756648
79998,60307,0.5008819953848308
79998,140302,0.49152905416061654
79998,140302,0.4487884792239713
79998,80405,0.3882631431914975
79998,80405,0.36553525563001393
79998,30204,0.3221108664928608
79998,20307,0.30463172792854015
79998,140205,0.30252957313922013
79998,20305,0.2925827484819034
79998,170111,0.25719081312170095
79998,100101,0.25667156346014197
79998,170302,0.2351730746021576
79998,170313,0.20997126154635737
79998,90203,0.16346345625628447
79998,10208,0.14195446285675223
84189,30401,0.7224208799835513
84189,10303,0.6489241387856688
84189,10201,0.5754274324847911
84189,80103,0.5381327922397076
84189,90202,0.4271186971133087
84189,10206,0.4109817427221314
84189,70204,0.3683767795414999
84189,20203,0.35430706232554776
84189,20303,0.33499889961174956
84189,30402,0.1647357679383809
84189,20205,0.1455769391606156
84189,80413,0.13980926166468735
84189,70206,0.13961434478751794
84189,20304,0.12733515185461905
84189,70205,0.12046329709928748
84189,10208,0.11656626412023796
84189,60107,0.11035708585652287
84189,140201,0.08384594397083532
85110,100101,0.7801981135189184
85110,10205,0.7149360837451195
85110,90201,0.6800113990107959
85110,100101,0.6662371763030627
85110,100205,0.6173927276916125
85110,60406,0.6082970285384088
85110,30304,0.5082888256854173
85110,80411,0.5010640179349342
85110,10202,0.47693131147785167
85110,10206,0.47437445120974325
85110,60303,0.46906991332271103
85110,60304,0.46741461817622215
85110,20205,0.45671531000564214
85110,60106,0.45429947569421114
85110,60405,0.3966800305398941
85110,20302,0.38479226324289806
85110,80402,0.2819838108640699
85110,80402,0.2753417817487661
85110,50403,0.2539549211324827
85110,170106,0.21922566423944273
87883,10301,0.8088165607441871
87883,10204,0.7066931434276872
87883,90201,0.6452338151820718
87883,100201,0.6387774354662967
87883,90201,0.6176466619865018
87883,20301,0.6102439824205237
87883,60105,0.5704810053019039
87883,50301,0.5064907632984449
87883,80411,0.4820134104197989
87883,60405,0.44236596763968533
87883,70202,0.4293656311064728
87883,20203,0.4293656311064728
87883,80408,0.1750268754188352
87883,170310,0.14382934060505945
87883,140202,0.127377009371461
87883,170301,0.1206136799459531
87883,30305,0.06798117076710614
87883,170105,0.06120377278388742
95566,10101,0.7579370476309956
95566,80110,0.5923975278104789
95566,50302,0.48405621480575994
95566,30304,0.3784632801100188
95566,30203,0.3731973698402281
95566,90202,0.3730305826243318
95566,80401,0.32272613881876666
95566,50202,0.30407248207978205
95566,50401,0.2833279643578576
95566,50401,0.2692958073154112
95566,80409,0.2529177032803752
95566,170108,0.18638754699677146
95566,10201,0.18100755165181948
95566,170106,0.18097066624221603
95566,170303,0.17473735228854376
95566,30301,0.16812445152535835
95566,170108,0.1657458592152277
95566,170302,0.14445077500693632
95566,80409,0.1314858380607933
95566,170307,0.12901635146918758
131973,20303,0.41588560123282664
131973,90201,0.403393033205734
131973,50401,0.2962632268918126
131973,90202,0.20756623464447693
131973,170105,0.15459050620024786
131973,30301,0.09969393543216626
132280,10205,0.9746267867947525
132280,20302,0.8216429817414737
132280,100102,0.6739110677411678
132280,60306,0.5410809036250996
132280,60306,0.4458084508368739
132280,20205,0.43987351232668687
132280,140302,0.4028496052404096
132280,50403,0.2983619397717999
132280,60106,0.2923891428796914
132280,60304,0.27459727492755875
132280,20304,0.26991950918885804
132280,60103,0.2628823990576882
132280,80414,0.26180913284047186
132280,90204,0.2490336960085392
132280,170303,0.24303691724632273
132280,80415,0.23146192734749457
132280,50401,0.22648892833732162
132280,170310,0.2212322453056121
132280,60101,0.21021171250915904
132280,30306,0.2086776978986358
153110,30401,0.6767380875997506
153110,90201,0.6340419218089495
153110,10201,0.5646539711869014
153110,80403,0.4826540808356071
153110,90202,0.4125871577051439
153110,170304,0.21141647731333174
153110,30207,0.1669468142779409
153110,170305,0.15689641730291604
153110,80408,0.08827124219299609
153110,30306,0.07233611715430145
153110,90206,0.05477684980052329
157087,30401,0.8923762185034949
157087,60401,0.6966662528385406
157087,10201,0.6715392573499747
157087,10204,0.6569093730556093
157087,10102,0.6543952886275033
157087,100102,0.5461672759337833
157087,80404,0.5454191295218159
157087,60303,0.46818388422305657
157087,60406,0.4483927990105493
157087,30202,0.3562688152019904
157087,20302,0.32760453468153894
157087,30402,0.28442577898988175
157087,80402,0.23514056270606146
157087,90204,0.21572268193459976
157087,170111,0.21490218945091488
157087,100101,0.20947942415242676
157087,170304,0.20412371478692462
157087,60103,0.19207077242792764
157087,170108,0.19094813967115373
157087,170307,0.19069127609470132
158797,100204,0.8215085626056334
158797,60401,0.752646732211152
158797,20305,0.6670328808249241
158797,100101,0.6317595487036584
158797,80105,0.5772677851834097
158797,30301,0.529316088020154
158797,80406,0.48863182943836114
158797,80406,0.4729989303692229
158797,30203,0.4162832100457795
158797,20303,0.41095452675872973
158797,70204,0.3745204768551807
158797,30208,0.33060258233537826
158797,50203,0.323545896598814
158797,60305,0.2979969032196958
158797,80408,0.2931617195745432
158797,60301,0.2759461501788671
158797,140301,0.26795405089210733
158797,90204,0.2675069770143894
158797,80408,0.22595411911547297
158797,90206,0.2134114844734892
173679,10102,0.6591257966879435
173679,80411,0.40855425677826
173679,10202,0.3959140725656583
173679,20301,0.3932425100791731
173679,80401,0.32364841227869595
173679,140205,0.21922942963748404
173679,170101,0.20862890281755522
173679,60305,0.19769958333457627
173679,170108,0.14570859352901896
173679,90204,0.11784371691572469
173679,170309,0.10220669922290773
173679,60305,0.08887640133509332
173679,170110,0.08705888859425613
173679,170105,0.07679776019662647
173679,80413,0.06810091734631053
177299,80411,0.9938074756995509
177299,90201,0.9800568513606507
177299,10204,0.9664548202075105
177299,60405,0.9649215455116856
177299,20204,0.9034451469215089
177299,10101,0.8791093403479102
177299,10303,0.8583153702337031
177299,20204,0.819670198351549
177299,20201,0.8088378064054887
177299,80103,0.7538506391664326
177299,60105,0.6906909008807595
177299,60403,0.6810149971792157
177299,30304,0.5767096473825873
177299,10202,0.5447455699701573
177299,80104,0.4754654683906536
177299,20303,0.45432920569166196
177299,30403,0.42148113257893427
177299,80402,0.3410721011990242
177299,60105,0.3279836742109547
177299,170304,0.29044494276125693
179359,30201,0.9351970959835207
179359,30403,0.8111486954275628
179359,10205,0.7998862288774866
179359,100201,0.7390772360682859
179359,60302,0.735719770901316
179359,20306,0.7118319657109657
179359,100101,0.6820551332143922
179359,50301,0.6704659101408958
179359,60404,0.6569636420498511
179359,30301,0.6504830439824956
179359,30203,0.5532934700465059
179359,80405,0.4763710759032748
179359,30203,0.4685543268462882
179359,30208,0.41267286597536734
179359,170111,0.3553072429587987
179359,20305,0.3355816568543348
179359,170106,0.32667510194193256
179359,50202,0.31885624779519683
179359,60406,0.31525708393672885
179359,60402,0.3059759288742534
183933,10101,0.8326700996438385
183933,80411,0.7708568932416234
183933,100201,0.7398282522630723
183933,50301,0.7011829085979835
183933,50202,0.6379460392714061
183933,60301,0.5874729171039741
183933,70201,0.36497064416160013
183933,50203,0.34874135629857744
183933,90201,0.292308958165957
183933,70201,0.29206840896497743
183933,60305,0.29051618408976115
183933,170302,0.2264257453496061
183933,60103,0.21684416921304414
183933,170313,0.20573703220758477
183933,170302,0.19972019466534113
183933,30205,0.19928456079340603
183933,170112,0.18765817990707845
183933,80107,0.1790355965012629
183933,80101,0.10085084751285583
198475,30401,0.7330636069559203
198475,50301,0.6294634687354351
198475,30201,0.5985435335611939
198475,100101,0.5679494744913945
198475,10204,0.5502629709980832
198475,60405,0.5140860284896429
198475,80403,0.4715831129804354
198475,100205,0.3993038593706805
198475,10207,0.3818969302659924
198475,80403,0.3353038320872952
198475,80104,0.3153049019509347
198475,80406,0.30682968858075504
198475,70203,0.27126627850132656
198475,70201,0.2566412706695408
198475,30403,0.24748408787230422
198475,80407,0.20413737382897584
198475,60302,0.17085005659732047
198475,80102,0.16821200398464514
198475,80411,0.16813712079579426
198475,170112,0.15632548035425545
202298,10303,0.72619165341142
202298,10204,0.6784444565749215
202298,60302,0.5937655473728615
202298,100202,0.5813709759602378
202298,80411,0.5744163216426761
202298,140301,0.5399384278816165
202298,60404,0.5392520852073172
202298,30202,0.4976005645017651
202298,90202,0.47913304422476405
202298,10206,0.4708334309400836
202298,60306,0.4076049530607857
202298,50301,0.37227625254017355
202298,80401,0.3583586516483688
202298,80405,0.3250029104660759
202298,50301,0.32097920240415756
202298,20307,0.30644825431103173
202298,50302,0.3035979822829504
202298,50401,0.3025887230034782
202298,140206,0.26229784982429444
202298,60103,0.21167058929468655
246493,10301,0.9194256549904969
246493,10201,0.7820811759815398
246493,80402,0.71787996110135
246493,30301,0.6561860813496975
246493,70204,0.44145876690706676
246493,30403,0.42810384441721544
246493,10206,0.40592247908755047
246493,10201,0.3987945022833507
246493,140204,0.3657763031964915
246493,60406,0.3484668513598083
246493,80104,0.32682716332108697
246493,80402,0.3174794942275312
246493,70201,0.31659391505909373
246493,170304,0.3149081949234572
246493,30207,0.2981822128229769
246493,20304,0.27869918797077153
246493,80107,0.2783088491442619
246493,10305,0.27585656963710997
246493,60305,0.2603540799654054
246493,90203,0.25330823283917475
250716,10101,0.9546356175843785
250716,10302,0.8724953393284958
250716,140304,0.8394727039908312
250716,10201,0.729115736795662
250716,60105,0.6157166163507033
250716,60301,0.5807997994924711
250716,30203,0.509601896699364
250716,60405,0.4890085914339797
250716,50203,0.34308990843794196
250716,80402,0.33681417490854987
250716,140304,0.323223538502003
250716,70203,0.3214924347244128
250716,50203,0.30827691146612624
250716,30301,0.2789768689769747
250716,30203,0.23847970635236493
250716,140301,0.23507450553476608
250716,100101,0.22999650897416743
250716,170313,0.20625978295241576
250716,30203,0.20073492996088468
250716,10203,0.1966221001804987
278576,10303,0.9406566877252028
278576,60105,0.9308603114308972
278576,30401,0.8995395974382706
278576,100201,0.8890071219558582
278576,100101,0.8837049748774919
278576,60406,0.861733767021054
278576,80403,0.8506750796992691
278576,80405,0.8188962446207807
278576,80405,0.7311720305982154
278576,20301,0.7016154511880585
278576,80110,0.6872480662779192
278576,140301,0.657125092810433
278576,50302,0.5685911176961599
278576,60406,0.563270050468822
278576,90201,0.5281880070065705
278576,60106,0.5056125824588081
278576,140303,0.45751664461537755
278576,70203,0.44782689687562144
278576,20306,0.4209990045465614
278576,80110,0.41569571452225756
278687,20302,0.9415907420649359
278687,30401,0.713762521946297
278687,140304,0.6343853310809621
278687,10201,0.5950437965056712
278687,60405,0.3913414552965242
278687,80401,0.3362701949303655
278687,20202,0.28016365928371045
278687,30206,0.23995444967950558
278687,50403,0.21497584794889724
278687,10208,0.20439785323392842
278687,170105,0.18742846085183287
278687,50305,0.18297996620251317
278687,30207,0.1765393047034344
278687,170110,0.16200710431741808
278687,170305,0.15202455139103152
278687,60101,0.14546367441567232
278687,90204,0.13181539399579356
278687,80415,0.12033935598791327
286019,20302,0.942448032181941
286019,100201,0.8830739817216002
286019,60102,0.8810997460858015
286019,60401,0.8134978379854957
286019,90201,0.7692240918904398
286019,100101,0.7658795611526013
286019,50302,0.744763761689683
286019,60302,0.7417417885616331
286019,80401,0.6896458073825394
286019,60307,0.6708793722334402
286019,80104,0.64466782282258
286019,60303,0.6083872816961875
286019,60301,0.48433736625056956
286019,60103,0.4058988969401581
286019,60102,0.4034315103994306
286019,80407,0.37760882436115445
286019,100203,0.3775811242251184
286019,30208,0.35184343308281196
286019,170101,0.2846250520138586
286019,90204,0.2780383203576971
295501,10102,0.8508568486718944
295501,140302,0.7477260121616275
295501,50203,0.7336189118732199
295501,140304,0.7187473659457783
295501,30403,0.7083141555599705
295501,20204,0.6963451446643064
295501,100101,0.6833021446851478
295501,30201,0.6603465441027377
295501,80104,0.6309298874112491
295501,140301,0.623785654437894
295501,60306,0.5895316889109639
295501,30403,0.5844918627806671
295501,10102,0.5476941374287715
295501,50402,0.4713159424193957
295501,80104,0.3572594674606063
295501,50305,0.2681040282410227
295501,170307,0.23624852857660547
295501,60102,0.21066454477233837
295501,170303,0.20957778431952984
295501,170105,0.2080109053147521
299364,10303,0.812242799198278
299364,30401,0.7427919910738037
299364,100101,0.6496143803716966
299364,10205,0.6290880575195454
299364,10302,0.5902153885182944
299364,140304,0.5815989766945506
299364,30301,0.5731240066162696
299364,60406,0.5580596475734374
299364,90201,0.4947180610624097
299364,50301,0.47975724312314616
299364,60106,0.33640766410124057
299364,30304,0.3267825152540282
299364,170310,0.2399413250664662
299364,10208,0.23586840174931137
299364,170109,0.23115358026432972
299364,170307,0.1895728397921343
299364,60103,0.1697308171437751
299364,30204,0.1515335800616141
299364,140205,0.14780649627593082
299364,170307,0.147090080999982
315121,170108,0.27128840132104354
315121,30203,0.22874516677956017
315121,140201,0.07140417081693912
332953,20302,0.9636747360904874
332953,10101,0.9489501285224242
332953,10205,0.9292750283467035
332953,20204,0.8263701854653698
332953,20204,0.81296454088532
332953,70203,0.7681947976862985
332953,20306,0.6764029685887564
332953,60102,0.6718561350684089
332953,100101,0.6487586374303704
332953,20203,0.6435179773226402
332953,80103,0.6351121334159527
332953,50302,0.5912222355261361
332953,20203,0.5817675456507441
332953,80406,0.5220602072412619
332953,60304,0.49300271407013274
332953,10206,0.4300824821103414
332953,20307,0.3389269240669716
332953,140205,0.32362426829523916
332953,70201,0.31831488247516204
332953,170111,0.30345703685774966
335092,100204,0.8085255632333646
335092,10101,0.7664379509026298
335092,100201,0.7490680038155656
335092,10102,0.7089688685978524
335092,140304,0.6839574648819338
335092,50203,0.6810295677577801
335092,10201,0.6330611370874625
335092,10204,0.595901518860556
335092,10205,0.5641991668815928
335092,30201,0.5565716933560431
335092,60307,0.5391820491028041
335092,90202,0.5005639419173925
335092,30202,0.45372885170170957
335092,20205,0.4049730793168751
335092,50403,0.30531838828921093
335092,50403,0.27186050831236
335092,170109,0.25621625423479066
335092,30301,0.21340376247144854
335092,80408,0.2101553635994001
335092,30203,0.20976679824722852
372378,30301,0.5504239325318396
372378,50303,0.5465506203289329
372378,60404,0.5206341649264485
372378,80403,0.4742052225409601
372378,60303,0.44055042533178856
372378,20303,0.3673981479173392
372378,60405,0.3471934199830414
372378,90202,0.27157887290556065
372378,50302,0.25586471085184387
372378,170101,0.2482886139193803
372378,170108,0.1918573876328247
372378,60101,0.11954169841638532
373157,30401,0.8403057655431294
373157,80110,0.722601785469735
373157,10303,0.6756438188350232
373157,80404,0.6308590345734894
373157,60307,0.5850256632346951
373157,30304,0.4758410861960787
373157,90201,0.46277693479124377
373157,140302,0.41465844320281225
373157,20205,0.333213312441321
373157,30204,0.330750149880478
373157,70201,0.286984152842913
373157,30208,0.25787399483927953
373157,70201,0.25566908659703824
373157,50305,0.23987614202432736
373157,10205,0.23418423031166483
373157,50403,0.22281724146889356
373157,100203,0.2164061697299903
373157,140206,0.14542004160505564
373157,10305,0.1378066778293338
373157,140203,0.11980201966876021
379237,30403,0.7836871454982832
379237,10303,0.6795175314211466
379237,10102,0.6556555086368372
379237,140304,0.6171911590042243
379237,60403,0.5961504308615351
379237,10302,0.5353028282441006
379237,10205,0.534013415970421
379237,60403,0.5112828488934438
379237,30304,0.421499532980099
379237,30203,0.3627197087104163
379237,60402,0.2737600776216687
379237,20307,0.2587194545714684
379237,60305,0.2484120618434566
379237,10207,0.1638776586010632
379237,50201,0.1557134795191798
379237,60103,0.15407876816366184
379237,170307,0.1524194362513061
379237,90203,0.1475279792564802
379237,50404,0.14123904792240893
379237,80107,0.13547538204476992
380276,100202,0.5892056314499933
380276,80103,0.5780639487099833
380276,50301,0.4949740954620464
380276,60301,0.4799259370781135
380276,80407,0.27574770679396204
380276,140205,0.215030338713572
380276,30208,0.18752111675896319
380276,80102,0.12693701981459307
385671,10101,0.9563873358819898
385671,30401,0.8984726154313964
385671,30201,0.8710607111406107
385671,10302,0.8442906369831583
385671,60406,0.8379997158488468
385671,60301,0.8372066868493067
385671,10102,0.7987172120585915
385671,30301,0.6838640723299295
385671,80406,0.53439309117945
385671,80401,0.5280955813406745
385671,10207,0.5270473701061459
385671,60304,0.41948355660866404
385671,60105,0.3747415986261423
385671,10305,0.327060279374847
385671,30208,0.3204011414396299
385671,70201,0.29451616507447953
385671,80107,0.291537637293263
385671,30305,0.26342288567129896
385671,80402,0.25169387824028633
385671,10305,0.2500749704902408
396634,10101,0.9906134219842521
396634,80110,0.9317304592047999
396634,20201,0.8859633421318714
396634,10303,0.8829785499407262
396634,60401,0.8648162142885862
396634,10301,0.8526773124487268
396634,10204,0.8416384168884695
396634,10102,0.7840935506179817
396634,60106,0.7793900531520584
396634,80110,0.766806262912621
396634,80409,0.7046762878266261
396634,80403,0.6180995067475057
396634,30201,0.5455376256847464
396634,80407,0.5309048548983255
396634,140204,0.5122724405158923
396634,80401,0.46373057743708324
396634,60306,0.46268182202843305
396634,60106,0.43218667528889637
396634,80407,0.4070535057073709
396634,140206,0.36728632821356116
400429,140304,0.9395959096986688
400429,100102,0.9317594551568282
400429,50303,0.7754434791515527
400429,80110,0.772625888752318
400429,60301,0.6865929111080159
400429,50203,0.6736961956536597
400429,80401,0.5721954523023177
400429,30201,0.566398479630489
400429,140302,0.5633220826093
400429,60106,0.5407126805628998
400429,90201,0.5358354586661104
400429,30401,0.4874716151871112
400429,50401,0.4868218079138226
400429,20202,0.4735099376316373
400429,90201,0.46395616047410604
400429,50305,0.4083050600321699
400429,80404,0.37776026196126233
400429,60304,0.36959300026951303
400429,60105,0.3623246857657322
400429,80403,0.3575834547959612
402644,60303,0.8382781541793591
402644,80104,0.8213464780757204
402644,50303,0.7680246007892702
402644,30201,0.7431291407964444
402644,50303,0.72413495894247
402644,140301,0.6452166424600333
402644,60302,0.6250038238095058
402644,70203,0.5916192444265314
402644,50203,0.5527709854316755
402644,10206,0.5386959725621903
402644,30203,0.5275544184475225
402644,50403,0.41213045760902806
402644,50403,0.36463286055171534
402644,80402,0.3530620153660981
402644,170302,0.33413543865387235
402644,80101,0.2871085630564826
402644,80402,0.2761614145340766
402644,100203,0.24881992487627902
402644,170302,0.2474811833054466
402644,170112,0.2376090459145228
408983,60302,0.8399127543289595
408983,30401,0.7901084071100025
408983,10303,0.7456823765093841
408983,100101,0.6749619775774146
408983,100205,0.5448860194557108
408983,50304,0.42823073741517415
408983,20202,0.3803477504049844
408983,10202,0.38027226656776064
408983,30206,0.37899239743127533
408983,80407,0.3609704480364137
408983,70204,0.32031993481705
408983,30204,0.3097850602576189
408983,80107,0.22396601816047818
408983,20302,0.2152541385508419
408983,30304,0.19232366240524515
408983,80402,0.1864032385063244
408983,170112,0.18282798551778234
408983,90206,0.17596717477961732
408983,170108,0.15828910219525422
408983,80102,0.157237133042751
423754,30403,0.9664630071151482
423754,100201,0.8884952334472735
423754,90201,0.8775951003055745
423754,100201,0.8128552776818753
423754,90202,0.8062902729141428
423754,60405,0.7611823493129067
423754,30202,0.7004728535818343
423754,20301,0.6964216852056411
423754,80411,0.6811564217303825
423754,10206,0.657515779971495
423754,10202,0.6558069834278711
423754,100201,0.5769070237805993
423754,20303,0.57204064291864
423754,80404,0.5110690792479271
423754,30204,0.45552859837898785
423754,50403,0.433171188719004
423754,80401,0.4154475327510116
423754,60402,0.36962313756356513
423754,20304,0.34154541461829646
423754,10203,0.3370988452649675
424026,50303,0.708303284257429
424026,80411,0.6617278173088913
424026,60403,0.6234820942347452
424026,90202,0.6181860299547725
424026,140304,0.5982069972182321
424026,80406,0.5187937849308739
424026,80403,0.4865037946414226
424026,140302,0.4601768713407939
424026,140206,0.3910355175316019
424026,80401,0.38848525567693337
424026,80401,0.3871389200081065
424026,90201,0.3870890091218385
424026,140303,0.3811389358435954
424026,140204,0.3694480615591468
424026,60406,0.3484668513598083
424026,60305,0.31864271029832897
424026,80415,0.19955346352038286
424026,50201,0.1918462596116758
424026,80413,0.11132549973038898
427543,20302,0.8030686713192005
427543,80104,0.7694145855986367
427543,60302,0.6497288948904779
427543,100205,0.580002338595101
427543,100102,0.5766167792474587
427543,80404,0.5660351699913152
427543,10207,0.5375738359213477
427543,60307,0.5358451447863476
427543,80411,0.5186704756580311
427543,10206,0.4910536966648889
427543,60303,0.4857350042247146
427543,60302,0.44453685587779324
427543,50302,0.4439385461882746
427543,80406,0.4074606048691249
427543,80407,0.37374689571222885
427543,70201,0.37030800666162045
427543,170101,0.36776208376223846
427543,20307,0.28472411725120383
427543,30204,0.2744059803878638
427543,170106,0.24250556007451182
434309,10101,0.6883564826630517
434309,20302,0.5830053874378447
434309,20305,0.5369327679449187
434309,140304,0.47182854789951545
434309,140304,0.4585516331309574
434309,80411,0.4456310486622051
434309,140302,0.403630049759778
434309,10203,0.31471193040001333
434309,50401,0.2802733461086881
434309,20303,0.268135492698823
434309,30204,0.24963434639467794
434309,30205,0.21457147680302227
434309,30403,0.21081006333541005
434309,140206,0.16482385959441354
434309,170110,0.14396020404536033
434309,90204,0.11880537603643819
434309,170105,0.07334446123528837
434309,50201,0.06969174367625136
434309,170310,0.068961519998937
440484,20204,0.8630276962423823
440484,30401,0.8456686808518225
440484,100202,0.7708540899022058
440484,80103,0.7326474513553635
440484,100205,0.7236735008611347
440484,20301,0.6567514497663479
440484,20203,0.648074078236348
440484,10101,0.6332897424518585
440484,60301,0.608286134304482
440484,80401,0.6043311805982065
440484,90201,0.5973505968671858
440484,140302,0.5497829594978579
440484,80404,0.504690723468892
440484,30204,0.4169864955232149
440484,80401,0.38701678401607786
440484,70204,0.35906517902895857
440484,50305,0.3356450087726465
440484,90204,0.31010310252422046
440484,60305,0.30848953987540445
440484,50403,0.2990746444946704
447602,10102,0.9288431729543162
447602,60102,0.8780413071345067
447602,30401,0.8351532708699684
447602,80103,0.5101855717970604
447602,20203,0.49337402062929386
447602,10203,0.3456133167082919
447602,30206,0.2434073980661295
447602,90204,0.22363835832776835
447602,10305,0.2184089452110771
447602,140201,0.20790971218878876
447602,60305,0.2055701220896164
447602,20307,0.18611338568447305
447602,170309,0.17558798869996686
447602,170302,0.1732427264575559
447602,80406,0.16053576408236722
447602,90203,0.15488319868872963
447602,140201,0.10549423489687629
447602,30305,0.09329108630006024
447602,50404,0.07296037904059227
457300,20302,0.9758987903838686
457300,10201,0.9278775209228788
457300,10205,0.9273988608988415
457300,80405,0.8896862466487887
457300,100204,0.8859063666412241
457300,60307,0.874418490494979
457300,90201,0.8350554658632602
457300,10205,0.809689531517289
457300,30201,0.8077173143863969
457300,100102,0.6520906060199987
457300,30301,0.6391082782498684
457300,20303,0.4745834269282314
457300,100101,0.4425370729143936
457300,100203,0.39089571425126196
457300,30304,0.37388863821031043
457300,80414,0.3514364156445944
457300,140206,0.3374323235502166
457300,170105,0.30349009878995603
457300,90204,0.2927462316590918
457300,60101,0.2841442171164964
464995,140302,0.9209732411081802
464995,10204,0.7112522644518409
464995,30201,0.6770651284108944
464995,30403,0.6635083726300185
464995,60406,0.6076190283142118
464995,30202,0.5811366665620924
464995,60405,0.5534457749101206
464995,80409,0.49084140754378197
464995,80406,0.48451610812834667
464995,170101,0.4784183757462436
464995,20305,0.47438318309154814
464995,60405,0.4385833267091118
464995,70204,0.43243679843240335
464995,140206,0.3324731774873429
464995,170301,0.23930063634629956
464995,30303,0.22984797288512931
464995,30208,0.21829278973319205
464995,70206,0.21209310820128938
464995,140203,0.19282610615573975
464995,50201,0.18768160190121339
471864,30201,0.9180295238833237
471864,10303,0.9171990091501429
471864,10101,0.8953310778577878
471864,10101,0.8333828310945464
471864,30401,0.816778835463985
471864,60105,0.7260033523386765
471864,50301,0.7007609133198857
471864,60403,0.6917072705741518
471864,80105,0.6570904440966006
471864,140304,0.6533203260075136
471864,60304,0.5727515747877036
471864,50401,0.40461163592228044
471864,80405,0.3902947540812917
471864,10305,0.3795399620383344
471864,30206,0.3561011086500809
471864,170106,0.33870966500613536
471864,30205,0.3270301868100188
471864,140206,0.3256991236711509
471864,70203,0.30012370930958987
471864,30208,0.2960077861393689
476099,10205,0.820384327042321
476099,100202,0.8072522699804568
476099,60404,0.8012241498620055
476099,20302,0.7567882828048084
476099,20204,0.6944741326241596
476099,20305,0.6110937837233855
476099,90201,0.60786957443768
476099,60105,0.5815697762784157
476099,20305,0.5684019153334523
476099,60301,0.5534298631028531
476099,80403,0.5534084112263382
476099,80105,0.5171642423974538
476099,80411,0.4933577623969759
476099,70202,0.4465158795820119
476099,50403,0.42948274686602494
476099,50305,0.3048673018105971
476099,30206,0.27514332576165873
476099,80408,0.245462483533094
476099,170304,0.2290387433799331
476099,30303,0.22580009967161832
481740,20204,0.9433282320049398
481740,100201,0.6472304720952031
481740,50303,0.5605751869940692
481740,50202,0.5548931053167554
481740,100102,0.527755232209952
481740,20305,0.49403406089526763
481740,70202,0.46538831428188704
481740,50401,0.3950251595118952
481740,80401,0.3698024327829266
481740,60402,0.3030235732125948
481740,170313,0.24464669169968994
481740,30305,0.2361903981970916
481740,50303,0.21194748269809952
481740,80411,0.19402907972738398
481740,20202,0.1930646487903155
481740,170304,0.17921974495571374
481740,80105,0.17487332912126952
481740,60305,0.16509790305142652
481740,60101,0.16320776114113292
481740,80107,0.14852349236294293
