CUSTOMER_ACCOUNT_NR_MASK,SUBCAT_CD_EXT,PROBABILITIES
509735,170307,
509735,170301,
509735,20303,
509735,80415,
509735,20302,
509735,70205,
509735,30208,
509735,170310,
509735,80401,
509735,80404,
509735,80407,
509735,170304,
509735,100101,
582530,140302,
582530,60401,
582530,140304,
582530,80408,
582530,10305,
582530,20301,
582530,140303,
582530,70204,
582530,170303,
582530,170313,
582530,50202,
582530,50202,
582530,80401,
582530,80414,
582530,70202,
582530,100102,
582530,30208,
582530,10207,
582530,140301,
582530,70206,
600580,90202,
600580,50203,
600580,80404,
600580,70205,
600580,20301,
600580,170310,
600580,50203,
600580,80406,
600580,80409,
600580,80407,
600580,50201,
600580,10302,
600580,80415,
600580,170303,
600580,70205,
600580,30208,
600580,70203,
600580,170305,
600580,140304,
600580,10302,
608850,80403,
608850,170304,
608850,80407,
608850,80411,
608850,70205,
608850,170313,
608850,50202,
608850,140303,
608850,80402,
608850,70204,
608850,170302,
608850,10303,
608850,80405,
608850,10301,
608850,70205,
608850,80402,
608850,50201,
608850,30208,
608850,20301,
608850,10302,
614190,100101,
614190,10302,
614190,80411,
614190,50202,
614190,80406,
614190,80401,
614190,80404,
614190,80406,
614190,50201,
614190,80408,
614190,170304,
614190,170310,
614190,50203,
614190,70206,
614190,140302,
614190,80411,
614190,170310,
614190,140301,
614190,70204,
614190,80413,
614741,70201,
614741,80401,
614741,100102,
614741,10301,
614741,170302,
614741,100101,
614741,170301,
614741,60403,
614741,140301,
614741,170301,
614741,50201,
614741,140302,
614741,140304,
614741,80401,
614741,10305,
614741,80415,
614741,10305,
614741,10303,
614741,80411,
614741,100102,
620494,80401,
620494,80403,
620494,80408,
620494,80403,
620494,70201,
620494,100102,
620494,80404,
620494,140302,
620494,70205,
620494,140301,
620494,170305,
620494,80403,
620494,70205,
620494,80401,
620494,80414,
620494,20301,
620494,70202,
620494,10305,
620494,70203,
620494,170310,
626025,80413,
626025,20303,
626025,80404,
626025,10301,
626025,80110,
626025,140304,
626025,80402,
626025,10302,
626025,80414,
626025,50201,
626025,170309,
626025,70203,
626025,20303,
626025,170309,
626025,170307,
626025,20303,
626025,20301,
626025,140304,
626025,140304,
626025,10305,
634342,170309,
634342,20302,
634342,170304,
634342,30302,
634342,80414,
634342,80413,
634342,70206,
634342,30206,
634342,170310,
634342,30208,
634342,80415,
634342,170302,
634342,10305,
634342,70205,
634342,70202,
634342,70203,
634342,170313,
634342,10305,
634342,50202,
634342,80406,
648935,140301,
648935,10301,
648935,60304,
648935,100204,
648935,170301,
648935,100101,
648935,20301,
648935,70206,
648935,170303,
648935,70206,
648935,170302,
648935,80402,
648935,70205,
648935,80415,
648935,170303,
648935,70201,
648935,70203,
648935,10301,
648935,80401,
648935,70205,
653005,30204,
653005,70205,
653005,80406,
653005,170101,
653005,140304,
653005,140302,
653005,80405,
653005,80409,
653005,170309,
653005,10302,
653005,80413,
653005,170302,
653005,70206,
653005,70201,
653005,140303,
653005,50203,
653005,80404,
653005,80404,
653005,80405,
653005,140302,
670427,50202,
670427,10301,
670427,30208,
670427,70205,
670427,170310,
670427,80406,
670427,70203,
670427,170305,
670427,80401,
670427,170307,
670427,20303,
670427,50202,
670427,70206,
670427,20302,
670427,140302,
670427,140304,
670427,170305,
670427,80415,
670427,80414,
670427,170303,
676789,10305,
676789,80402,
676789,20205,
676789,70202,
676789,140302,
676789,70201,
676789,60102,
676789,10305,
676789,50202,
676789,170313,
676789,80413,
676789,70202,
676789,20301,
676789,70203,
676789,70201,
676789,80411,
676789,170307,
676789,80401,
676789,170309,
676789,170309,
681704,80413,
681704,140302,
681704,170307,
681704,170305,
681704,140301,
681704,170310,
681704,50202,
681704,80407,
681704,140301,
681704,70205,
681704,20303,
681704,170110,
682808,170307,
682808,60404,
682808,50201,
682808,30208,
682808,80415,
682808,170303,
682808,170307,
682808,10301,
682808,10302,
682808,170301,
682808,50201,
682808,170309,
682808,80415,
682808,170304,
682808,170305,
682808,20303,
682808,50201,
682808,80405,
682808,170305,
682808,140301,
693560,30208,
693560,140304,
693560,140302,
693560,20302,
693560,80402,
693560,100102,
693560,10302,
693560,100101,
693560,80404,
693560,170303,
693560,70203,
693560,10303,
693560,10301,
693560,170302,
693560,80413,
693560,70201,
718493,80408,
718493,100101,
718493,170310,
718493,80409,
718493,70201,
718493,100101,
718493,80409,
718493,50202,
718493,70206,
718493,170309,
718493,140301,
718493,70205,
718493,70202,
718493,80404,
718493,140304,
718493,20301,
718493,10305,
718493,20302,
718493,80404,
718493,170110,
721407,70205,
721407,80407,
721407,170310,
721407,50201,
721407,10302,
721407,60307,
721407,30306,
721407,100102,
721407,170302,
721407,140302,
721407,170313,
721407,170305,
721407,170302,
721407,70203,
721407,140304,
721407,70204,
721407,80415,
721407,100101,
721407,80407,
721407,80415,
722117,80403,
722117,20303,
722117,100101,
722117,80402,
722117,170310,
722117,80406,
722117,140304,
722117,10302,
722117,170309,
722117,170310,
722117,140301,
722117,70201,
722117,140302,
722117,170301,
722117,80409,
722117,80406,
722117,170305,
722117,170301,
722117,80409,
722117,70205,
731884,170307,
731884,10305,
731884,80413,
731884,80411,
731884,50201,
731884,70204,
731884,170301,
731884,10305,
731884,30208,
731884,50203,
731884,100101,
731884,140302,
731884,70205,
731884,140301,
731884,80407,
731884,70205,
731884,80406,
731884,10301,
731884,10301,
737020,170305,
737020,90202,
737020,140303,
737020,30208,
737020,10301,
737020,80405,
737020,170309,
737020,20303,
737020,140304,
737020,10302,
737020,170310,
737020,10305,
737020,50203,
737020,80401,
737020,140303,
737020,50203,
737020,80405,
737020,80403,
739351,140301,
739351,20303,
739351,80101,
739351,80411,
739351,140302,
739351,20302,
739351,140304,
739351,100102,
739351,10302,
739351,170304,
739351,20303,
739351,80405,
739351,70204,
739351,170309,
739351,80406,
739351,80405,
739351,70202,
739351,80409,
739351,20301,
739351,170303,
765834,80415,
765834,170310,
765834,100102,
765834,80413,
765834,70205,
765834,80414,
765834,80405,
765834,80403,
765834,170307,
765834,80401,
765834,170309,
778257,80101,
778257,170310,
778257,80403,
778257,60102,
778257,80409,
778257,170302,
778257,80407,
778257,80413,
778257,70204,
778257,80413,
778257,100101,
778257,170307,
778257,50203,
778257,80413,
778257,170309,
778257,100102,
778257,80411,
778257,20302,
778257,70202,
778257,170310,
786384,80401,
786384,70201,
786384,140302,
786384,80411,
786384,170302,
786384,80408,
786384,80414,
786384,30208,
786384,80411,
786384,80414,
786384,20302,
786384,20303,
786384,170313,
786384,20301,
786384,80408,
786384,100102,
786384,70202,
786384,20303,
786384,70204,
786384,170303,
814753,80403,
814753,140304,
814753,80409,
814753,170307,
814753,30208,
814753,60305,
814753,170307,
814753,10303,
814753,80414,
814753,80414,
814753,80409,
814753,170302,
814753,170307,
814753,80414,
814753,80403,
814753,80401,
814753,80415,
814753,170310,
814753,70202,
814753,20302,
822870,50304,
822870,100101,
822870,30201,
822870,170309,
822870,70203,
822870,70202,
822870,80415,
822870,30208,
822870,80401,
822870,140302,
822870,80411,
822870,20303,
822870,80407,
822870,80409,
822870,10303,
822870,10305,
822870,10301,
822870,80402,
822870,140303,
822870,80415,
827707,10204,
827707,80401,
827707,20306,
827707,170309,
827707,20301,
827707,80406,
827707,100101,
827707,80403,
827707,70206,
827707,80411,
827707,80407,
827707,80415,
827707,80405,
827707,50203,
827707,170305,
827707,170302,
827707,30208,
827707,80411,
827707,100102,
827707,140304,
858459,80403,
858459,10301,
858459,20301,
858459,170307,
858459,170305,
858459,170313,
858459,100101,
858459,50202,
858459,70201,
858459,100102,
858459,140301,
858459,80409,
858459,80403,
858459,170301,
858459,20301,
858459,50203,
858459,20302,
858459,140303,
858459,50303,
858459,80407,
859149,80401,
859149,80405,
859149,10201,
859149,10303,
859149,170310,
859149,170309,
859149,80402,
859149,50202,
859149,140301,
859149,140304,
859149,80413,
859149,80405,
859149,80404,
859149,10302,
859149,80415,
859149,170307,
859149,80408,
859149,10305,
859149,30208,
859149,70205,
865233,80404,
865233,50201,
865233,140302,
865233,170313,
865233,80403,
865233,50203,
865233,80413,
865233,170301,
865233,50201,
865233,20303,
865233,170304,
865233,80409,
865233,140302,
865233,50202,
865233,170302,
865233,50203,
865233,10302,
865233,170310,
865233,170303,
865233,80405,
866562,30208,
866562,50201,
866562,90203,
866562,30304,
866562,50203,
866562,80411,
866562,80405,
866562,70204,
866562,140302,
866562,140302,
866562,10302,
866562,80402,
866562,80413,
866562,170301,
866562,80401,
866562,170304,
866562,80406,
866562,80403,
866562,80402,
866562,70206,
893889,70206,
893889,170309,
893889,80407,
893889,80404,
893889,170310,
893889,80402,
893889,10305,
893889,20301,
893889,80404,
893889,80414,
893889,20301,
893889,170303,
893889,10303,
909255,170304,
909255,80404,
909255,70205,
909255,80402,
909255,170301,
909255,80408,
909255,20302,
909255,10303,
909255,170304,
909255,80403,
909255,10302,
909255,80401,
909255,80413,
909255,170302,
909255,80403,
909255,140303,
909255,170301,
909255,20302,
909255,80406,
909255,140301,
921199,60304,
921199,70203,
921199,140304,
921199,100101,
921199,50202,
921199,70204,
921199,170305,
921199,80415,
921199,170310,
921199,80408,
921199,80406,
921199,70201,
921199,70204,
921199,170307,
921199,170303,
921199,80403,
921199,70205,
921199,10303,
921199,70202,
921199,80408,
923248,70201,
923248,80411,
923248,170304,
923248,170309,
923248,140303,
923248,20302,
923248,10305,
923248,80406,
923248,70206,
923248,10305,
923248,140303,
923248,70202,
923248,70202,
923248,80406,
923248,170303,
923248,170313,
923248,80415,
923248,70202,
923248,20201,
933857,70204,
933857,70203,
933857,20303,
933857,10301,
933857,140304,
933857,50202,
933857,10302,
933857,80415,
933857,10303,
933857,140303,
933857,170302,
933857,50202,
933857,80402,
933857,80414,
933857,80408,
933857,80402,
933857,80401,
933857,70203,
933857,80104,
935672,20304,
935672,100101,
935672,170304,
935672,140303,
935672,70205,
935672,20303,
935672,80407,
935672,170305,
935672,170313,
935672,50203,
935672,80405,
935672,20301,
935672,80413,
935672,140302,
935672,80407,
935672,50202,
935672,80402,
935672,170309,
935672,80406,
935672,10305,
937323,140304,
937323,140302,
937323,50402,
937323,80407,
937323,170302,
937323,80406,
937323,170309,
937323,10303,
937323,50202,
937323,80403,
937323,20302,
937323,50202,
937323,10302,
937323,50203,
937323,50201,
937323,80413,
937323,80411,
937323,80415,
937323,170304,
937323,10102,
947350,50201,
947350,70202,
947350,170303,
947350,50202,
947350,80409,
947350,80402,
947350,80404,
947350,70204,
947350,70202,
947350,10303,
947350,170303,
947350,10305,
947350,70206,
947350,10302,
947350,30208,
947350,70201,
947350,50303,
958137,20304,
958137,80409,
958137,170309,
958137,140303,
958137,90201,
958137,100101,
958137,20303,
958137,70204,
958137,10301,
958137,80403,
958137,100101,
958137,10302,
958137,80409,
958137,30208,
958137,70201,
958137,50203,
958137,80403,
958137,30208,
958137,20303,
958137,170303,
963549,80408,
963549,80407,
963549,100203,
963549,80402,
963549,80409,
963549,170304,
963549,80415,
963549,170303,
963549,140301,
963549,80411,
963549,30208,
963549,70201,
963549,80411,
963549,170307,
963549,170305,
963549,80415,
963549,170313,
963549,80408,
963549,30208,
963549,170313,
964556,10301,
964556,20302,
964556,80409,
964556,80402,
964556,100101,
964556,10305,
964556,170307,
964556,80414,
964556,80408,
964556,20301,
964556,80407,
964556,10305,
964556,70205,
964556,80408,
964556,80407,
964556,20303,
964556,100102,
964556,50201,
964556,80411,
964556,80415,
965175,140303,
965175,50201,
965175,50202,
965175,80414,
965175,80407,
965175,60105,
965175,50202,
965175,170309,
965175,50203,
965175,170307,
965175,80413,
965175,80415,
965175,30208,
965175,170313,
965175,10305,
965175,10305,
965175,70204,
965175,170304,
965175,80409,
965175,80404,
976800,20303,
976800,100102,
976800,140303,
976800,60305,
976800,170301,
976800,70202,
976800,80405,
976800,80403,
976800,80407,
976800,20302,
976800,80415,
976800,170310,
976800,140302,
976800,170313,
976800,70206,
976800,170301,
976800,100101,
976800,70205,
976800,80406,
976800,70204,
984587,50203,
984587,70204,
984587,80403,
984587,80415,
984587,170309,
984587,10301,
984587,80413,
984587,170301,
984587,80415,
984587,70203,
984587,70205,
984587,140304,
984587,70201,
984587,10303,
984587,80411,
984587,20302,
984587,80408,
984587,80414,
984587,80411,
984587,70202,
991544,80415,
991544,140304,
991544,50202,
991544,170313,
991544,140303,
991544,30208,
991544,80401,
991544,80402,
991544,80415,
991544,170303,
991544,70201,
991544,170301,
991544,50203,
991544,80407,
991544,80403,
991544,80407,
991544,10203,
991544,170305,
991544,70205,
993378,170304,
993378,140301,
993378,170307,
993378,170309,
993378,80413,
993378,20301,
993378,80415,
993378,80415,
993378,10303,
993378,50202,
993378,10302,
993378,80415,
993378,140301,
993378,140303,
993378,80405,
993378,170301,
